,target instance,closest counterfactual,closest_counterfactual \stopword,closest_true_instance,text_method,model_name,dataset_name,runtime,not find,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,closest_true_instance_bert,closest_similaritys_bert
86,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,UNKWORDZ of Confidence : All the Aeronautics professors wer calld & amp ; they wer askd 2 sit UNKWORDZ an aeroplane UNKWORDZ Aftr they UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ dat the plane ws made UNKWORDZ their students . Dey all hurried out of d plane UNKWORDZ Bt UNKWORDZ 1 did nt move ... UNKWORDZ said:\if it is UNKWORDZ by my students,unkwordz confidence aeronautic professor wer calld amp wer askd 2 sit unkwordz aeroplane unkwordz aftr unkwordz unkwordz unkwordz unkwordz dat plane ws unkwordz student dey hurry d plane unkwordz bt unkwordz 1 nt unkwordz said:\if unkwordz student,,sedc,DistilBertForSequenceClassification,spam,35.69574522972107,73,0.0,0.9936898271381496,25,0.7440916299819946,,,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",-0.1881093680858612
87,Ok u can take me shopping when u get paid =D,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,12.417773962020874,73,0.0,0.0,11,0.10831556469202042,18.0,0.2419377267360687,Yeah that'd pretty much be the best case scenario,-0.1806730180978775
88,S:-)if we have one good partnership going we will take lead:),UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,14.169992208480837,73,0.0,0.0,12,-0.028191693127155304,18.0,0.2457062155008316,Yeah that'd pretty much be the best case scenario,-0.1769819259643554
89,"Haha, my friend tyler literally just asked if you could get him a dubsack",UNKWORDZ UNKWORDZ UNKWORDZ friend UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ if UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ a UNKWORDZ,unkwordz unkwordz unkwordz friend unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,14.179341554641724,73,-0.01810427407335,0.8860936015774081,12,0.1382719874382019,15.0,0.0423951856791973,Yeah that'd pretty much be the best case scenario,-0.1550197601318359
90,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,I 'm turning off my phone . My UNKWORDZ telling everyone I have UNKWORDZ . And my sister wo UNKWORDZ UNKWORDZ UNKWORDZ . It UNKWORDZ to talk . UNKWORDZ UNKWORDZ put up with it . UNKWORDZ u when u UNKWORDZ UNKWORDZ . UNKWORDZ u,m turn phone unkwordz tell unkwordz sister wo unkwordz unkwordz unkwordz unkwordz talk unkwordz unkwordz unkwordz u u unkwordz unkwordz unkwordz u,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,25.77652192115784,73,-0.0058734441925247,0.9858618909455265,24,0.4383627772331238,44.0,0.0719481036067009,So i'm doing a list of buyers.,-0.1616450548171997
91,If I get there before you after your ten billion calls and texts so help me god,If UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ billion UNKWORDZ and texts UNKWORDZ UNKWORDZ UNKWORDZ god,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz billion unkwordz text unkwordz unkwordz unkwordz god,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,14.127131223678589,76,-0.0356511418526967,0.8632785044434443,12,0.18419261276721954,17.0,-0.0099644204601645,I absolutely LOVE South Park! I only recently started watching the office.,-0.1664972752332687
92,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),I wud never mind if UNKWORDZ do nt miss UNKWORDZ or UNKWORDZ u UNKWORDZ UNKWORDZ UNKWORDZ me .. UNKWORDZ UNKWORDZ wil really UNKWORDZ me wen u need me & amp ; u UNKWORDZ UNKWORDZ UNKWORDZ me ......... Take care:- ),wud mind unkwordz nt miss unkwordz unkwordz u unkwordz unkwordz unkwordz unkwordz unkwordz wil unkwordz wen u need amp u unkwordz unkwordz unkwordz care:-,,sedc,DistilBertForSequenceClassification,spam,26.1406569480896,76,0.0,0.9953464373549898,23,0.5419952273368835,,,Be sure to check your yahoo email. We sent photos yesterday,-0.1217392012476921
93,Still at west coast... Haiz... II'll take forever to come back...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ Haiz UNKWORDZ UNKWORDZ take UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz haiz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,wylie tampa sarasota,sedc,DistilBertForSequenceClassification,spam,15.721581935882568,76,-0.0105819283196179,0.7241972419506538,13,0.10838545858860016,14.0,-0.0023641400039196,Yeah that'd pretty much be the best case scenario,-0.1680098176002502
94,Pls i wont belive god.not only jesus.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,11.919225931167604,76,0.0,0.0,9,0.07168405503034592,18.0,0.2429240942001342,Yeah that'd pretty much be the best case scenario,-0.1810795366764068
95,In e msg jus now. U said thanks for gift.,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,13.119107007980348,76,0.0,0.0,12,0.039663538336753845,18.0,0.2457062155008316,Yeah that'd pretty much be the best case scenario,-0.1769819259643554
96,I want to see your pretty pussy...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,10.69275450706482,76,0.0,0.0,8,-0.08853256702423096,18.0,0.2419394850730896,Yeah that'd pretty much be the best case scenario,-0.1821620762348175
97,Did he just say somebody is named tampa,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,10.423705577850342,76,0.0,0.0,8,0.08040095865726471,18.0,0.2419394850730896,Yeah that'd pretty much be the best case scenario,-0.1821620762348175
98,II only send me the contents page...,UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ UNKWORDZ,unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz unkwordz,al moan n e thin go wrong fault&al de argument r fault&fed himso y bother hav 2go thanx.xx,sedc,DistilBertForSequenceClassification,spam,10.698519706726074,77,0.0,0.0,8,0.006700869649648666,18.0,0.2419394850730896,Yeah that'd pretty much be the best case scenario,-0.1821620762348175
99,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.","wow . You 're UNKWORDZ ! UNKWORDZ did n't mean to do that UNKWORDZ I guess once i gave UNKWORDZ UNKWORDZ boston men UNKWORDZ UNKWORDZ my search UNKWORDZ to UNKWORDZ , UNKWORDZ changed . Cuz on my signin page it still UNKWORDZ UNKWORDZ .",wow unkwordz unkwordz mean unkwordz guess give unkwordz unkwordz boston man unkwordz unkwordz search unkwordz unkwordz unkwordz change cuz signin page unkwordz unkwordz,,sedc,DistilBertForSequenceClassification,spam,25.0963613986969,77,0.0,0.9942320095281132,24,0.44296643137931824,,,Yeah that'd pretty much be the best case scenario,-0.2239985018968582
