,closest counterfactual,closest true text,embedding distance,polyjuice similarity spacy,target instance,model_name,vectorizer,closest_counterfactual \stopword,closest_true_instance,closest_similaritys,distance cf target,distance counterfactual target instance lev,distance counterfactual target instance bert,distance counterfactual closest_true_instance lev,distance counterfactual closest_true_instance bert,runtime,not find,closest_true_instance_bert,closest_similaritys_bert
84,"3rd week of leave early, 2nd prize... - triple the credit, 2nd prize... -",dear know   lt;#&gt th   lt;#&gt th birthday love gopalettan plan small gift day like participate welcome contact admin team detail,0.4446936845779419,0.7781197049750402,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or aPS250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,rf,,3rd week leave early 2nd prize triple credit 2nd prize,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2196985135645097,0.7946430152470954,25,0.17049354314804077,21,-0.0198646988719701,20.68690729141236,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.118444986641407
85,"AS A VOYFALL, YOU MUST AVOID call 09061743386",sing hu think important find female know place preferably citizen smart help navigate thing like choose phone plan require guidance doubt ask especially girl,0.4568798542022705,0.8700389725015044,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a aPS150 prize. To collect is easy. Just call 09061743386 ,rf,,voyfall avoid 09061743386,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2698577977760221,0.8829189295549555,23,0.45421576499938965,18,0.3097292184829712,32.58171105384827,607,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",0.007090694271028
86,only call me once a month. [ANSWER],problem baby good time talk call leave message,0.4973221719264984,0.8446375939132852,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,rf,,month answer,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3100448698450646,0.810392203597972,28,0.13833658397197723,18,0.1829354912042617,21.34671258926392,607,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,-0.0649273768067359
87,I couldn't think of a good reason to not like this film either.,certainly put thing perspective like happen,0.5046072006225586,0.914963216120519,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),rf,,think good reason like film,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3008116475868621,0.8968247958746028,20,-0.0752304345369339,18,-0.1154915988445282,26.41145634651184,607,You have WON a guaranteed aPS1000 cash or a aPS2000 prize.To claim yr prize call our customer service representative on,-0.2482157051563263
88,"Text BANNEDUK to 89555 to see! , cost $150. 00",want new video phone 750 anytime network min half price line rental free text 3 month reply 08000930705 free delivery,0.7544768452644348,0.8051779065066939,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,rf,,text banneduk 89555 cost $ 150 00,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2574473409773481,0.8647406148499981,6,0.8309583067893982,21,0.2770041227340698,23.370678186416622,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1186637878417968
89,"congratulations: Nokia's stylish 2011 mobile handsets called """"",like new mobile,0.5938029289245605,0.79620258728388,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,rf,,congratulation nokia stylish 2011 mobile handset call,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.3007312748430637,0.736590610774838,26,0.5173203945159912,17,0.2112630307674408,25.317846059799194,607,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",-0.054605234414339
90,sends urges user to turn off adblock,hey sweet wonder moment come want send file wo yahoo connection suck remember set page download format disc tell know way download big file download stuff directly internet help great prey tease kiss,0.406060516834259,0.6994261505161858,tells u 2 call 09066358152 to claim aPS5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,rf,,send urge user turn adblock,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.1773264562105592,0.6605958139049238,22,0.3527470827102661,18,0.1261481642723083,31.66318106651306,607,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN aPS100 Cash WKENT/150P16+,-0.1858719587326049
91,Bought and lost.,sorry man account dry want trade half buy shit credit card,0.4997180700302124,0.7604006382168929,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,rf,,buy lose,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,0.2680293255859196,0.7871007774694788,12,0.17256587743759155,17,0.0562930852174758,23.854458332061768,607,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only aPS1.50/wk.""",-0.1373356580734253
92,You have limited aVPY or a GREAT MOVIE!,great role model give wish day miracle god reason wish know nt look young great day,0.4464177787303924,0.8594835408616677,You have WON a guaranteed aPS1000 cash or a aPS2000 prize.To claim yr prize call our customer service representative on,rf,,limit avpy great movie,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.3352106882727723,0.8519703710058601,16,0.045045193284749985,18,-0.0461938008666038,23.865226984024048,607,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",-0.1203953698277473
93,You will be receiving this week's update.,hope have good week check,0.5396488308906555,0.883500094961388,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,rf,,receive week update,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2729760507339785,0.9422806141161482,6,0.5222272872924805,21,-0.0071442946791648,27.409320831298828,607,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",-0.1519848853349685
94,send data to support batching.,pls pls send mail know relative come deliver know cost risk benefit thank,0.4377890527248382,0.7608566779664302,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",rf,,send datum support batching,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2427946995487996,0.7432031877931493,13,0.10314269363880157,18,0.1694809943437576,23.997426509857178,607,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,-0.1174393743276596
95,married local women looking for sex,run young man pretty baby,0.3970279991626739,0.751947587761691,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,rf,,marry local woman look sex,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2814431315025756,0.7644270129493193,23,0.4578607678413391,21,0.0764197036623954,23.28558707237244,607,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",-0.1432490050792694
96,EMPTY sells for a gun. EMPTY,dirt floor window shirt open mouth come flow dream world half chore time joy lot tv show i.ll guess like thing exist like rain hail mist time,0.361228734254837,0.7421627760294847,For sale - arsenal dartboard. Good condition but no doubles or trebles!,rf,,sell gun,4 costa del sol holiday aps5000 await collection 09050090044 toclaim sae tcs pobox334 stockport sk38xh costaps1.50 pm max10min,0.2974710358685445,0.7502899175109333,12,0.4129774868488312,18,0.1155903786420822,23.218109607696533,607,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,-0.115013763308525
97,"The Tripper is a 2006 comedy horror slasher film which was directed by David Arquette and stars Jaime King, Thomas Jane and Lukas Haas.",good movie ok leave hourish,0.4001477360725403,0.7240115613173,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,rf,,tripper 2006 comedy horror slasher film direct david arquette star jaime king thomas jane lukas haas,important customer service announcement freephone 0800 542 0825,0.2177265178907968,0.6381396385891823,24,0.02226744219660759,24,-0.0530521683394908,37.393518924713135,607,it to 80488. Your 500 free text messages are valid until 31 December 2005.,-0.1692852526903152
98,congratulations 2 mobile,3 receive mobile content enjoy,0.5873053073883057,0.7360271435094177,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",rf,,congratulation 2 mobile,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight www.getzed.co.uk pobox36504w45wq 150p,0.2922691255789628,0.6671559991447286,24,0.5535094738006592,21,0.2195241302251815,26.134828567504883,607,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",-0.0372205376625061
