index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
74,exclusive – caer page requests release of fisa warrant details ‘concocted’ by james comey’s fbi breitba,1,exclusive – caer page requests release of fisa warrant details ‘concocted’ by james comey’s fbi breitba,1,1,0.9482758620689655,"['video hackers expose hillary ’ s ‘ ', 'watch this incredible video and decide ', 'exclusive rep congressman ken speech ', 'exclusive rep congressman ken war of ', 'exclusive rep congressman ken promised ']","['marital rape is not a crime in india ', 'russian lawyer who met with kushner ', 'federal black cities doesn t have to ', '2 senate to be a meeting for flip but ', 'watch demon clown pennywise returns ']","{'exclusive': 0.12, 'rep': 0.12, 'congressman': 0.12, 'ken': 0.12, 'video': 0.08}","{'marital': 0.05, 'rape': 0.05, 'crime': 0.05, 'india': 0.05, 'russian': 0.05}"
75,sean penn rips steve bannon you can t age like that without hating people,0,sean penn rips steve bannon you can t age like that without hating people,0,0,0.9838709677419355,"['steven mnuchin sure seemed to enjoy ', 'r kelly accusers say they had to ask ', 'sean penn rips steve bannon you can t age like that without hating people', 'gop senator called out for pushing ', 'colbe mocks giuliani for failing tax ']","['breaking clinton – a long island list ', 'colbe s caoon trump gives the whca ', 'colbe mocks giuliani trump failing ', 'breaking multiple victims shot near ', 'breaking clinton was this this coordinated ']","{'steven': 0.034482758620689655, 'mnuchin': 0.034482758620689655, 'sure': 0.034482758620689655, 'seemed': 0.034482758620689655, 'enjoy': 0.034482758620689655}","{'breaking': 0.125, 'clinton': 0.08333333333333333, 'colbe': 0.08333333333333333, 'trump': 0.08333333333333333, '–': 0.041666666666666664}"
76,sean hannity wants roseanne on his show so bad he offered to let her host,0,sean hannity wants roseanne on his show so bad he offered to let her host,0,0,0.9583333333333334,"['bill gates says trump didn t know the ', 'helen hunt gives update on ‘ mad about ', 'bill maher reveals 25 things you don ', 'colbe mocks trump for failing to stand ', 'sean hannity wants roseanne on his ']","['black teen nearly shot after knocking ', 'fox news melts down after hillary clinton ', 'sean spicer inaccurately claims paul ']","{'bill': 0.08, 'trump': 0.08, 'gates': 0.04, 'says': 0.04, 'know': 0.04}","{'black': 0.06666666666666667, 'teen': 0.06666666666666667, 'nearly': 0.06666666666666667, 'shot': 0.06666666666666667, 'knocking': 0.06666666666666667}"
77,right to die advocate david goodall ends life listening to ode to joy,0,right to die advocate david goodall ends life listening to ode to joy,0,0,0.984375,"['new han solo trailer features a twist ', 'john krasinski is obsessed with the ', 'scott pruitt paris climate agreement ', 'new federal data shows how black students ', 'gop congresswoman blames deep state ']","['john oliver didn t think pence trolling ', 'giuliani says trump lawyer michael ', 'breaking clinton “ we re have to people ', 'former mexican president vicente fox ', 'video oklahoma community gathers to ']","{'new': 0.08, 'han': 0.04, 'solo': 0.04, 'trailer': 0.04, 'features': 0.04}","{'john': 0.043478260869565216, 'oliver': 0.043478260869565216, 'think': 0.043478260869565216, 'pence': 0.043478260869565216, 'trolling': 0.043478260869565216}"
78,oops denver post prints photo of wrong ballpark in review of coors field,0,oops denver post prints photo of wrong ballpark in review of coors field,1,1,0.9861111111111112,"['oops denver post prints photo of wrong ballpark in review of coors field', 'fox news said to settle group of lawsuits ', 'russia hands us its behind response ', 'former student foundation after trump ', 'former trump doctor accuses president ']","['senate passes bill to be give into ', 'former student foundation after begging ', 'late night writer s royal wedding is ', 'conan o brien s show will shoen to ', '17 year old indigo child message to ']","{'former': 0.06666666666666667, 'trump': 0.06666666666666667, 'oops': 0.03333333333333333, 'denver': 0.03333333333333333, 'post': 0.03333333333333333}","{'senate': 0.043478260869565216, 'passes': 0.043478260869565216, 'bill': 0.043478260869565216, 'give': 0.043478260869565216, 'former': 0.043478260869565216}"
79,texas boy known as ‘copeland crush’ and his father are mourned the new york times,1,texas boy known as ‘copeland crush’ and his father are mourned the new york times,1,1,0.9540229885057471,"['former student is in a killings of ', 'former trump doctor accuses president ', 'repo fbi director actually facial recognition ', 'south korea ’ s blacklist of aists ', 'former plans accuses president of sexual ']","['at least 5 dead in violent clashes ', 'high cou judges looking for a truss ', 'small town attack ’ african arab ’ ', 'former student killed in sexual assault ', 'newshour in joy after being able to ']","{'former': 0.125, 'accuses': 0.08333333333333333, 'president': 0.08333333333333333, 'student': 0.041666666666666664, 'killings': 0.041666666666666664}","{'’': 0.08, 'least': 0.04, '5': 0.04, 'dead': 0.04, 'violent': 0.04}"
80,new york city council launches probe into kushner company s false tenant records,0,new york city council launches probe into kushner company s false tenant records,0,0,0.9795918367346939,"['at new york city ballet lacing up their ', 'lgbtq activists had a st patrick s ', 'repo fbi can be facial recognition ', 'repo fbi director order would have ', 'at new york city ballet lacing up to ']","['new han solo trailer features a twist ', 'repo fbi director actually facial recognition ', 'how chicago ’ s leading latino progressive ', 'former miss accuses trump of sexual ', 'former trump doctor accuses president ']","{'new': 0.08695652173913043, 'york': 0.08695652173913043, 'city': 0.08695652173913043, 'ballet': 0.08695652173913043, 'lacing': 0.08695652173913043}","{'former': 0.07407407407407407, 'accuses': 0.07407407407407407, 'trump': 0.07407407407407407, 'new': 0.037037037037037035, 'han': 0.037037037037037035}"
81,rapper t i arrested for disorderly conduct public drunkenness,0,rapper t i arrested for disorderly conduct public drunkenness,0,0,1.0,"['supreme cou to take hard look at something ', 'supreme cou to take hard look at paisan ', 'no charges but harsh criticism for ', 'former fbi deputy director andrew mccabe ', 'gop who cop lamborn sexuality s student ']","['eagles of death metal singer does on ', 'top us general pleads with troops not ', 'republicans fill cou seat they denied ', '10 dead after van rams into crowd of ', 'russia hands us its behind response ']","{'supreme': 0.07692307692307693, 'cou': 0.07692307692307693, 'take': 0.07692307692307693, 'hard': 0.07692307692307693, 'look': 0.07692307692307693}","{'us': 0.08333333333333333, 'eagles': 0.041666666666666664, 'death': 0.041666666666666664, 'metal': 0.041666666666666664, 'singer': 0.041666666666666664}"
82,ex repoer charged with making bomb threats against jewish sites the new york times,1,ex repoer charged with making bomb threats against jewish sites the new york times,1,1,0.9850746268656716,"['russia may shoot themselves in syria ', 'noh korea accuses diplomat of death ', 'hey msm illegal alien suppoer makes ', 'russia hands us its response to 1 kirby ', 'israeli soccer team beitar jerusalem ']","['huma may have violated ‘ legal ’ regarding ', 'china retaliates as u s slaps with ', 'republicans got shoot with at the foot ', 'former oklahoma foundation ceo calls ', 'republicans fill cou to watch where ']","{'russia': 0.07692307692307693, 'may': 0.038461538461538464, 'shoot': 0.038461538461538464, 'syria': 0.038461538461538464, 'noh': 0.038461538461538464}","{'republicans': 0.08333333333333333, 'huma': 0.041666666666666664, 'may': 0.041666666666666664, 'violated': 0.041666666666666664, '‘': 0.041666666666666664}"
83,ellen degeneres hilariously explains how she saved meghan markle’s life,0,ellen degeneres hilariously explains how she saved meghan markle’s life,0,0,0.9838709677419355,"['ellen degeneres hilariously explains how she saved meghan markle’s life', 'colbe mocks giuliani s bonkers fox ', 'laura ingraham slams adveisers who ', 'colbe mocks giuliani for failing fox ', 'fox news guest personally asks donald ']","['iraqi army discovers us made missiles ', 'colbe mocks trump s bonkers on a interview ', 'fox news all but ignores nationwide ', 'fox news melts down after hillary clinton ']","{'fox': 0.10714285714285714, 'colbe': 0.07142857142857142, 'mocks': 0.07142857142857142, 'giuliani': 0.07142857142857142, 'ellen': 0.03571428571428571}","{'fox': 0.1, 'news': 0.1, 'iraqi': 0.05, 'army': 0.05, 'discovers': 0.05}"
84,‘he used us as props’ conservative hispanics deplore donald trump’s speech the new york times,1,‘he used us as props’ conservative hispanics deplore donald trump’s speech the new york times,1,1,0.9690721649484536,"['if you have re on how the major is ', 'if trump can rig be the new presidential ', 'former miss accuses trump of sexual ', '‘he used us as props’ conservative hispanics deplore donald trump’s speech the new york times', 'former clinton foundation ’ s russia ']","['in address cuomo new york ’ s policies ', 'breaking clinton was this a coordinated ', 'former student is charged in killings ', 'former student is a president thing ', 'watch blue bid 000 on a face it s no ']","{'trump': 0.07142857142857142, 'new': 0.07142857142857142, 'former': 0.07142857142857142, 'major': 0.03571428571428571, 'rig': 0.03571428571428571}","{'former': 0.09090909090909091, 'student': 0.09090909090909091, 'address': 0.045454545454545456, 'cuomo': 0.045454545454545456, 'new': 0.045454545454545456}"
85,long primary carries costs for hillary clinton money and time the new york times,1,long primary carries costs for hillary clinton money and time the new york times,1,1,0.9552238805970149,"['russia hands us its behind response ', 'launch protest against pope francis ', 'university of is an that canada is ', 'poll 50 of russians fear us syria russia ', 'review in ‘ finding ’ a fish and a ']","['u s admits in syria meant to hit isis ', 'wikipedia founder ‘ moved on ’ for ', 'n l says its players will not in 2018 ', 'supreme cou rules priests do not have ', 'dozens dead after torrential rains ']","{'russia': 0.08695652173913043, 'us': 0.08695652173913043, 'hands': 0.043478260869565216, 'behind': 0.043478260869565216, 'response': 0.043478260869565216}","{'u': 0.041666666666666664, 'admits': 0.041666666666666664, 'syria': 0.041666666666666664, 'meant': 0.041666666666666664, 'hit': 0.041666666666666664}"
86,wife asked husband for fenty highlighter and got a pack of highlighters hairbrush,0,wife asked husband for fenty highlighter and got a pack of highlighters hairbrush,1,1,0.9666666666666667,"['a list of everything don jr doesn t ', 'former clinton foundation ceo begging ', 'fbi 33 000 criminal gangs 1 4 million ', 'breaking clinton “ re we have to see ', 'cynthia nixon would rather be the good ']","['colbe mocks giuliani s bonkers former ', 'white house repoedly to send pick for ', 'gop senator called out for pushing ', 'man burns himself trying to sta fire ']","{'clinton': 0.08, 'list': 0.04, 'everything': 0.04, 'jr': 0.04, 'former': 0.04}","{'colbe': 0.05263157894736842, 'mocks': 0.05263157894736842, 'giuliani': 0.05263157894736842, 'bonkers': 0.05263157894736842, 'former': 0.05263157894736842}"
87,occupying the prairie tensions rise as tribes move to block a pipeline the new york times,1,occupying the prairie tensions rise as tribes move to block a pipeline the new york times,1,1,0.946236559139785,"['mobster ’ s daughter writer murder ', 'if you have re on how the election ', 'if trump tweets it is it news a quandary ', 'review in ‘ independence the purple ', 'former trump doctor accuses president ']","['‘ i ’ m nobody ’ not a chance emily ', 'watch madonna warns of ’ new age of ', 'e p a workers try to block pruitt in ', 'bill kristol backs ’ deep state ’ over ', 'senate does equifax a favor as a former ']","{'trump': 0.10526315789473684, 'mobster': 0.05263157894736842, '’': 0.05263157894736842, 'daughter': 0.05263157894736842, 'writer': 0.05263157894736842}","{'’': 0.1724137931034483, '‘': 0.034482758620689655, 'nobody': 0.034482758620689655, 'chance': 0.034482758620689655, 'emily': 0.034482758620689655}"
88,washington post’s fake news of russian vermont power plant hack,1,washington post’s fake news of russian vermont power plant hack,0,0,0.963855421686747,"['former student is a black killings ', '‘ jeopardy ’ champion dies before she ', 'former student accuses in black killings ', 'former student is a black missiles ', 'e p a workers try to block pruitt in ']","['former fbi accuses trump team accuses ', 'u s accuses chinese jet of too close ', 'former trump doctor accuses president ', 'former clinton foundation ’ s lawyer ', 'repo fbi director will have have violated ']","{'former': 0.125, 'student': 0.125, 'black': 0.125, 'killings': 0.08333333333333333, '‘': 0.041666666666666664}","{'accuses': 0.16, 'former': 0.12, 'fbi': 0.08, 'trump': 0.08, 'team': 0.04}"
89,rex tillerson to lift human rights conditions on arms sale to bahrain the new york times,1,rex tillerson to lift human rights conditions on arms sale to bahrain the new york times,1,1,0.9746835443037974,"['robbin season s true criminal is revealed ', 'exit polls and why the primary was ', 'rigged election hillary and trump caught ', 'son of former democratic vp nominee ', 'return of the anunnaki nine feet tall ']","['rex tillerson to lift human rights ', 'top gop senator hopes macron and merkel ', 'former student is charged in killings ', 'if you have re on how the election ', 'former student foundation ceo after ']","{'robbin': 0.043478260869565216, 'season': 0.043478260869565216, 'true': 0.043478260869565216, 'criminal': 0.043478260869565216, 'revealed': 0.043478260869565216}","{'former': 0.1, 'student': 0.1, 'rex': 0.05, 'tillerson': 0.05, 'lift': 0.05}"
90,undercover video exposes obama’s plan to make american “gun laws” more like britain – truthfeed,1,undercover video exposes obama’s plan to make american “gun laws” more like britain – truthfeed,1,1,0.987012987012987,"['“ we need to clean up up ” hillary ', 'will smith shares inspiring tale of ', 'breaking clinton “ “ we ” us many as ', 'sean spicer inaccurately claims paul ', 'john oliver wants your help telling ']","['“ we need to clean this up ” more evidence ', 'comey s latest excuse for cia it s ', 'gop senator called out for pushing ', 'new federal data shows how black students ']","{'“': 0.11538461538461539, '”': 0.07692307692307693, 'need': 0.038461538461538464, 'clean': 0.038461538461538464, 'hillary': 0.038461538461538464}","{'“': 0.05263157894736842, 'need': 0.05263157894736842, 'clean': 0.05263157894736842, '”': 0.05263157894736842, 'evidence': 0.05263157894736842}"
91,hannibal buress mic cut after joking about catholic sex abuse,0,hannibal buress mic cut after joking about catholic sex abuse,0,0,0.9838709677419355,"['republicans got with gerrymandering ', 'stephen colbe reveals evil genius plan ', 'supreme cou rules priests do not have ', 'rose mcgowan wishes harvey weinstein ', 'man dressed as elsa from frozen pushes ']","['republican lawmakers are now getting ', 'r kelly accused of knowingly and intentionally ', 'iraqi army discovers us made missiles ', 'they fled war at home now they ’ re ', 'cynthia nixon challenges andrew cuomo ']","{'republicans': 0.043478260869565216, 'got': 0.043478260869565216, 'gerrymandering': 0.043478260869565216, 'stephen': 0.043478260869565216, 'colbe': 0.043478260869565216}","{'republican': 0.043478260869565216, 'lawmakers': 0.043478260869565216, 'getting': 0.043478260869565216, 'r': 0.043478260869565216, 'kelly': 0.043478260869565216}"
92,the establishment’s massive ‘intelligence failure’,1,the establishment’s massive ‘intelligence failure’,1,1,0.9565217391304348,"['how chicago ’ s leading latino progressive ', 'trump administration moves to embrace ', 'trump s doctor says trump basically ', 'trump claims without evidence that ', 'five inside resolution denying israeli ']","['a super bowl awash in politics on social ', '‘ things you comey ’ talks about after ', '‘ things you re ’ their fbi about you ', 'trump to violate iran nuclear deal ', '‘ jeopardy ’ fans but would able to ']","{'trump': 0.17391304347826086, 'chicago': 0.043478260869565216, '’': 0.043478260869565216, 'leading': 0.043478260869565216, 'latino': 0.043478260869565216}","{'‘': 0.12, '’': 0.12, 'things': 0.08, 'super': 0.04, 'bowl': 0.04}"
93,desiree linden becomes first american woman to win boston marathon in 33 years,0,desiree linden becomes first american woman to win boston marathon in 33 years,0,0,0.9710144927536232,"['former fbi accuses trump andrew accuses ', 'desiree linden becomes first american woman to win boston marathon in 33 years', 'senate does equifax a favor as a former ', 'senate passes bill to be give thousands ', 'russia to expel u s diplomats shut ']","['university of is an that canada is ', 'republicans fill cou seat they denied ', 'youtube ’ s neighbors send stirring ', 'senate passes bill to be sense of americans ', 'former student accuses trump in sexual ']","{'former': 0.06451612903225806, 'accuses': 0.06451612903225806, 'senate': 0.06451612903225806, 'fbi': 0.03225806451612903, 'trump': 0.03225806451612903}","{'university': 0.045454545454545456, 'canada': 0.045454545454545456, 'republicans': 0.045454545454545456, 'fill': 0.045454545454545456, 'cou': 0.045454545454545456}"
94,at new york city ballet lacing up their sneakers to unite the new york times,1,at new york city ballet lacing up their sneakers to unite the new york times,1,1,0.9797297297297297,"['repo fbi director will have have violated ', 'tim kaine clinton email announcement ', 'repo fbi director comey facial caught ', 'former fbi accuses trump team accuses ', 'repo 33 of jay z claims claims for ']","['‘ things you comey ’ talks about after ', 'repo fbi director order would have ', 'at town firm murder calls bill to action ', '‘ things you re ’ california able to ', 'repo fbi will be take but he said to ']","{'repo': 0.1111111111111111, 'fbi': 0.1111111111111111, 'director': 0.07407407407407407, 'accuses': 0.07407407407407407, 'claims': 0.07407407407407407}","{'‘': 0.08, 'things': 0.08, '’': 0.08, 'repo': 0.08, 'fbi': 0.08}"
95,louisiana secretary of state resigns after staffer accuses him of sexual harassment,0,louisiana secretary of state resigns after staffer accuses him of sexual harassment,0,0,1.0,"['former fbi director director andrew ', 'eric greitens ’ team pushes for inquiry ', 'former student killed in sexual assault ', 'supreme cou rules priests do not have ', 'tennessee senate passes a bill to erect ']","['colbe mocks trump s bonkers for trump ', 'colbe mocks trump s failing to open ', 'russia hands us its behind response ', 'cynthia nixon would rather be the good ', 'former trump doctor accuses president ']","{'former': 0.08, 'director': 0.08, 'fbi': 0.04, 'andrew': 0.04, 'eric': 0.04}","{'trump': 0.16, 'colbe': 0.08, 'mocks': 0.08, 'bonkers': 0.04, 'failing': 0.04}"
96,texas sues trump administration to end daca,0,texas sues trump administration to end daca,1,1,0.9789473684210527,"['republicans fill cou seat they denied ', 'france ’ s overseas territories kick ', 'no hours after raging of prison violence ', 'top 10 scary list ghosts replaced by ', 'supreme cou rules priests do not have ']","['newest head cracker do you hear brainstorm ', 'snowden reveals how easy it is to hack ', 'that time david duchovny talked about ', 'new han solo trailer features a twist ', 'trump 60 russians closes russian consulate ']","{'cou': 0.08333333333333333, 'republicans': 0.041666666666666664, 'fill': 0.041666666666666664, 'seat': 0.041666666666666664, 'denied': 0.041666666666666664}","{'newest': 0.04, 'head': 0.04, 'cracker': 0.04, 'hear': 0.04, 'brainstorm': 0.04}"
97,accused of sexual harassment roger ailes is negotiating exit from fox the new york times,1,accused of sexual harassment roger ailes is negotiating exit from fox the new york times,1,1,0.9868421052631579,"['irked trump repoedly warned putin we ', 'alarmist repo eah to lose 67 of wildlife ', 'top us general pleads with troops not ', 'youtube ’ s neighbors send stirring ', 'republicans us shoot themselves in ']","['surprise gay minister with world s ', 'neil young fires back at no 1 hater ', 'paul ryan s exit is a reminder that ', 'eric greitens ’ team pushes for inquiry ', 'senate does equifax a favor as a former ']","{'us': 0.08333333333333333, 'irked': 0.041666666666666664, 'trump': 0.041666666666666664, 'repoedly': 0.041666666666666664, 'warned': 0.041666666666666664}","{'surprise': 0.041666666666666664, 'gay': 0.041666666666666664, 'minister': 0.041666666666666664, 'world': 0.041666666666666664, 'neil': 0.041666666666666664}"
98,michael keaton ends kent state commencement speech with i m batman,0,michael keaton ends kent state commencement speech with i m batman,0,0,0.9714285714285714,"['gop senator senator thinks laws created ', 'gop who thinks he made ‘ the gay says ', 'fox news guest personally asks donald ', 'gop state senator thinks laws created ', 'gop senator thinks he would get after ']","['fbi debunks hillary s conspiracy theory ', 'giuliani says trump lawyer michael ', 'breaking clinton “ we re being about ', 'white house knew about rob poer allegations ', 'breaking obama now considering maial ']","{'gop': 0.13793103448275862, 'senator': 0.13793103448275862, 'thinks': 0.13793103448275862, 'laws': 0.06896551724137931, 'created': 0.06896551724137931}","{'breaking': 0.08695652173913043, 'fbi': 0.043478260869565216, 'debunks': 0.043478260869565216, 'hillary': 0.043478260869565216, 'conspiracy': 0.043478260869565216}"
99,john oliver even mickey mouse would tell scott pruitt to go f k himself,0,john oliver even mickey mouse would tell scott pruitt to go f k himself,0,0,0.9864864864864865,"['donald trump says he didn t know about ', 'john oliver even would tell scott pruitt ', 'twitter users have some burning questions ', 'giuliani says cohen never lawyer for ', 'john oliver bought an ad on hannity ']","['trump rips press in private meeting ', 'a meek mill docuseries executive produced ', 'breaking trump may be being all over ', 'comey memoir hiding clinton email for ', 'trump s scottish golf reso pays women ']","{'says': 0.08, 'john': 0.08, 'oliver': 0.08, 'donald': 0.04, 'trump': 0.04}","{'trump': 0.125, 'rips': 0.041666666666666664, 'press': 0.041666666666666664, 'private': 0.041666666666666664, 'meeting': 0.041666666666666664}"
