,distance counterfactual target instance lev,dataset,model,vectorizer,method
86,14,polarity,Neural Network,,CounterfactualGAN
87,9,polarity,Neural Network,,CounterfactualGAN
88,15,polarity,Neural Network,,CounterfactualGAN
89,16,polarity,Neural Network,,CounterfactualGAN
90,11,polarity,Neural Network,,CounterfactualGAN
91,5,polarity,Neural Network,,CounterfactualGAN
92,12,polarity,Neural Network,,CounterfactualGAN
93,16,polarity,Neural Network,,CounterfactualGAN
94,7,polarity,Neural Network,,CounterfactualGAN
95,11,polarity,Neural Network,,CounterfactualGAN
96,6,polarity,Neural Network,,CounterfactualGAN
97,6,polarity,Neural Network,,CounterfactualGAN
98,8,polarity,Neural Network,,CounterfactualGAN
99,19,polarity,Neural Network,,CounterfactualGAN
100,9,polarity,Neural Network,,CounterfactualGAN
101,14,polarity,Neural Network,,CounterfactualGAN
102,7,polarity,Neural Network,,CounterfactualGAN
103,12,polarity,Neural Network,,CounterfactualGAN
104,13,polarity,Neural Network,,CounterfactualGAN
105,15,polarity,Neural Network,,CounterfactualGAN
106,18,polarity,Neural Network,,CounterfactualGAN
107,14,polarity,Neural Network,,CounterfactualGAN
108,10,polarity,Neural Network,,CounterfactualGAN
109,7,polarity,Neural Network,,CounterfactualGAN
110,7,polarity,Neural Network,,CounterfactualGAN
111,14,polarity,Neural Network,,CounterfactualGAN
112,10,polarity,Neural Network,,CounterfactualGAN
113,9,polarity,Neural Network,,CounterfactualGAN
114,7,polarity,Neural Network,,CounterfactualGAN
115,8,polarity,Neural Network,,CounterfactualGAN
116,14,polarity,Neural Network,,CounterfactualGAN
117,11,polarity,Neural Network,,CounterfactualGAN
118,12,polarity,Neural Network,,CounterfactualGAN
119,16,polarity,Neural Network,,CounterfactualGAN
120,10,polarity,Neural Network,,CounterfactualGAN
121,15,polarity,Neural Network,,CounterfactualGAN
122,6,polarity,Neural Network,,CounterfactualGAN
123,5,polarity,Neural Network,,CounterfactualGAN
124,18,polarity,Neural Network,,CounterfactualGAN
125,11,polarity,Neural Network,,CounterfactualGAN
126,16,polarity,Neural Network,,CounterfactualGAN
127,14,polarity,Neural Network,,CounterfactualGAN
128,8,polarity,Neural Network,,CounterfactualGAN
129,8,polarity,Neural Network,,CounterfactualGAN
130,9,polarity,Neural Network,,CounterfactualGAN
131,3,polarity,Neural Network,,CounterfactualGAN
132,6,polarity,Neural Network,,CounterfactualGAN
133,11,polarity,Neural Network,,CounterfactualGAN
134,9,polarity,Neural Network,,CounterfactualGAN
135,8,polarity,Neural Network,,CounterfactualGAN
136,17,polarity,Neural Network,,CounterfactualGAN
137,11,polarity,Neural Network,,CounterfactualGAN
138,13,polarity,Neural Network,,CounterfactualGAN
139,9,polarity,Neural Network,,CounterfactualGAN
140,11,polarity,Neural Network,,CounterfactualGAN
141,12,polarity,Neural Network,,CounterfactualGAN
142,13,polarity,Neural Network,,CounterfactualGAN
143,5,polarity,Neural Network,,CounterfactualGAN
144,8,polarity,Neural Network,,CounterfactualGAN
145,11,polarity,Neural Network,,CounterfactualGAN
146,8,polarity,Neural Network,,CounterfactualGAN
147,19,polarity,Neural Network,,CounterfactualGAN
148,19,polarity,Neural Network,,CounterfactualGAN
149,5,polarity,Neural Network,,CounterfactualGAN
150,14,polarity,Neural Network,,CounterfactualGAN
151,16,polarity,Neural Network,,CounterfactualGAN
152,10,polarity,Neural Network,,CounterfactualGAN
153,5,polarity,Neural Network,,CounterfactualGAN
154,15,polarity,Neural Network,,CounterfactualGAN
155,4,polarity,Neural Network,,CounterfactualGAN
156,6,polarity,Neural Network,,CounterfactualGAN
157,5,polarity,Neural Network,,CounterfactualGAN
158,7,polarity,Neural Network,,CounterfactualGAN
159,2,polarity,Neural Network,,CounterfactualGAN
160,16,polarity,Neural Network,,CounterfactualGAN
161,17,polarity,Neural Network,,CounterfactualGAN
162,8,polarity,Neural Network,,CounterfactualGAN
163,8,polarity,Neural Network,,CounterfactualGAN
164,12,polarity,Neural Network,,CounterfactualGAN
165,8,polarity,Neural Network,,CounterfactualGAN
166,12,polarity,Neural Network,,CounterfactualGAN
167,12,polarity,Neural Network,,CounterfactualGAN
168,5,polarity,Neural Network,,CounterfactualGAN
169,11,polarity,Neural Network,,CounterfactualGAN
170,14,polarity,Neural Network,,CounterfactualGAN
171,7,polarity,Neural Network,,CounterfactualGAN
172,6,polarity,Neural Network,,CounterfactualGAN
173,17,polarity,Neural Network,,CounterfactualGAN
174,6,polarity,Neural Network,,CounterfactualGAN
175,9,polarity,Neural Network,,CounterfactualGAN
176,11,polarity,Neural Network,,CounterfactualGAN
177,10,polarity,Neural Network,,CounterfactualGAN
178,20,polarity,Neural Network,,CounterfactualGAN
179,14,polarity,Neural Network,,CounterfactualGAN
180,11,polarity,Neural Network,,CounterfactualGAN
181,21,polarity,Neural Network,,CounterfactualGAN
182,15,polarity,Neural Network,,CounterfactualGAN
183,4,polarity,Neural Network,,CounterfactualGAN
184,14,polarity,Neural Network,,CounterfactualGAN
185,15,polarity,Neural Network,,CounterfactualGAN
186,14,polarity,Neural Network,,CounterfactualGAN
187,5,polarity,Neural Network,,CounterfactualGAN
188,18,polarity,Neural Network,,CounterfactualGAN
189,18,polarity,Neural Network,,CounterfactualGAN
190,6,polarity,Neural Network,,CounterfactualGAN
191,13,polarity,Neural Network,,CounterfactualGAN
192,17,polarity,Neural Network,,CounterfactualGAN
193,12,polarity,Neural Network,,CounterfactualGAN
194,10,polarity,Neural Network,,CounterfactualGAN
195,13,polarity,Neural Network,,CounterfactualGAN
196,18,polarity,Neural Network,,CounterfactualGAN
197,2,polarity,Neural Network,,CounterfactualGAN
198,11,polarity,Neural Network,,CounterfactualGAN
199,18,polarity,Neural Network,,CounterfactualGAN
200,16,polarity,Neural Network,,CounterfactualGAN
201,11,polarity,Neural Network,,CounterfactualGAN
202,7,polarity,Neural Network,,CounterfactualGAN
203,8,polarity,Neural Network,,CounterfactualGAN
204,15,polarity,Neural Network,,CounterfactualGAN
205,9,polarity,Neural Network,,CounterfactualGAN
206,14,polarity,Neural Network,,CounterfactualGAN
207,9,polarity,Neural Network,,CounterfactualGAN
208,13,polarity,Neural Network,,CounterfactualGAN
209,10,polarity,Neural Network,,CounterfactualGAN
210,13,polarity,Neural Network,,CounterfactualGAN
211,10,polarity,Neural Network,,CounterfactualGAN
212,7,polarity,Neural Network,,CounterfactualGAN
213,19,polarity,Neural Network,,CounterfactualGAN
214,14,polarity,Neural Network,,CounterfactualGAN
215,16,polarity,Neural Network,,CounterfactualGAN
216,12,polarity,Neural Network,,CounterfactualGAN
217,13,polarity,Neural Network,,CounterfactualGAN
218,16,polarity,Neural Network,,CounterfactualGAN
219,11,polarity,Neural Network,,CounterfactualGAN
220,6,polarity,Neural Network,,CounterfactualGAN
221,4,polarity,Neural Network,,CounterfactualGAN
222,9,polarity,Neural Network,,CounterfactualGAN
223,7,polarity,Neural Network,,CounterfactualGAN
224,12,polarity,Neural Network,,CounterfactualGAN
225,16,polarity,Neural Network,,CounterfactualGAN
226,5,polarity,Neural Network,,CounterfactualGAN
227,12,polarity,Neural Network,,CounterfactualGAN
228,9,polarity,Neural Network,,CounterfactualGAN
229,3,polarity,Neural Network,,CounterfactualGAN
230,3,polarity,Neural Network,,CounterfactualGAN
231,13,polarity,Neural Network,,CounterfactualGAN
232,14,polarity,Neural Network,,CounterfactualGAN
233,17,polarity,Neural Network,,CounterfactualGAN
234,11,polarity,Neural Network,,CounterfactualGAN
235,17,polarity,Neural Network,,CounterfactualGAN
236,7,polarity,Neural Network,,CounterfactualGAN
237,3,polarity,Neural Network,,CounterfactualGAN
238,9,polarity,Neural Network,,CounterfactualGAN
239,13,polarity,Neural Network,,CounterfactualGAN
240,12,polarity,Neural Network,,CounterfactualGAN
241,4,polarity,Neural Network,,CounterfactualGAN
242,17,polarity,Neural Network,,CounterfactualGAN
243,3,polarity,Neural Network,,CounterfactualGAN
244,16,polarity,Neural Network,,CounterfactualGAN
245,9,polarity,Neural Network,,CounterfactualGAN
246,9,polarity,Neural Network,,CounterfactualGAN
247,6,polarity,Neural Network,,CounterfactualGAN
248,12,polarity,Neural Network,,CounterfactualGAN
249,19,polarity,Neural Network,,CounterfactualGAN
250,9,polarity,Neural Network,,CounterfactualGAN
251,12,polarity,Neural Network,,CounterfactualGAN
252,9,polarity,Neural Network,,CounterfactualGAN
253,5,polarity,Neural Network,,CounterfactualGAN
254,6,polarity,Neural Network,,CounterfactualGAN
255,18,polarity,Neural Network,,CounterfactualGAN
256,6,polarity,Neural Network,,CounterfactualGAN
257,8,polarity,Neural Network,,CounterfactualGAN
258,8,polarity,Neural Network,,CounterfactualGAN
259,8,polarity,Neural Network,,CounterfactualGAN
260,9,polarity,Neural Network,,CounterfactualGAN
261,11,polarity,Neural Network,,CounterfactualGAN
262,15,polarity,Neural Network,,CounterfactualGAN
263,10,polarity,Neural Network,,CounterfactualGAN
264,4,polarity,Neural Network,,CounterfactualGAN
265,15,polarity,Neural Network,,CounterfactualGAN
266,13,polarity,Neural Network,,CounterfactualGAN
267,10,polarity,Neural Network,,CounterfactualGAN
268,18,polarity,Neural Network,,CounterfactualGAN
269,11,polarity,Neural Network,,CounterfactualGAN
270,13,polarity,Neural Network,,CounterfactualGAN
271,8,polarity,Neural Network,,CounterfactualGAN
272,3,polarity,Neural Network,,CounterfactualGAN
273,5,polarity,Neural Network,,CounterfactualGAN
274,15,polarity,Neural Network,,CounterfactualGAN
275,14,polarity,Neural Network,,CounterfactualGAN
276,15,polarity,Neural Network,,CounterfactualGAN
277,7,polarity,Neural Network,,CounterfactualGAN
278,5,polarity,Neural Network,,CounterfactualGAN
279,15,polarity,Neural Network,,CounterfactualGAN
280,10,polarity,Neural Network,,CounterfactualGAN
281,22,polarity,Neural Network,,CounterfactualGAN
282,3,polarity,Neural Network,,CounterfactualGAN
283,12,polarity,Neural Network,,CounterfactualGAN
284,13,polarity,Neural Network,,CounterfactualGAN
285,7,polarity,Neural Network,,CounterfactualGAN
286,14,polarity,Neural Network,,CounterfactualGAN
287,6,polarity,Neural Network,,CounterfactualGAN
288,16,polarity,Neural Network,,CounterfactualGAN
289,10,polarity,Neural Network,,CounterfactualGAN
290,14,polarity,Neural Network,,CounterfactualGAN
291,11,polarity,Neural Network,,CounterfactualGAN
292,20,polarity,Neural Network,,CounterfactualGAN
293,17,polarity,Neural Network,,CounterfactualGAN
294,10,polarity,Neural Network,,CounterfactualGAN
295,22,polarity,Neural Network,,CounterfactualGAN
296,8,polarity,Neural Network,,CounterfactualGAN
297,9,polarity,Neural Network,,CounterfactualGAN
298,8,polarity,Neural Network,,CounterfactualGAN
299,9,polarity,Neural Network,,CounterfactualGAN
300,8,polarity,Neural Network,,CounterfactualGAN
301,10,polarity,Neural Network,,CounterfactualGAN
302,18,polarity,Neural Network,,CounterfactualGAN
303,9,polarity,Neural Network,,CounterfactualGAN
304,10,polarity,Neural Network,,CounterfactualGAN
305,12,polarity,Neural Network,,CounterfactualGAN
306,5,polarity,Neural Network,,CounterfactualGAN
307,4,polarity,Neural Network,,CounterfactualGAN
308,12,polarity,Neural Network,,CounterfactualGAN
309,9,polarity,Neural Network,,CounterfactualGAN
310,8,polarity,Neural Network,,CounterfactualGAN
311,14,polarity,Neural Network,,CounterfactualGAN
312,12,polarity,Neural Network,,CounterfactualGAN
313,9,polarity,Neural Network,,CounterfactualGAN
314,3,polarity,Neural Network,,CounterfactualGAN
315,14,polarity,Neural Network,,CounterfactualGAN
316,6,polarity,Neural Network,,CounterfactualGAN
317,7,polarity,Neural Network,,CounterfactualGAN
318,7,polarity,Neural Network,,CounterfactualGAN
319,10,polarity,Neural Network,,CounterfactualGAN
320,5,polarity,Neural Network,,CounterfactualGAN
321,7,polarity,Neural Network,,CounterfactualGAN
322,14,polarity,Neural Network,,CounterfactualGAN
323,13,polarity,Neural Network,,CounterfactualGAN
324,8,polarity,Neural Network,,CounterfactualGAN
325,8,polarity,Neural Network,,CounterfactualGAN
326,6,polarity,Neural Network,,CounterfactualGAN
327,9,polarity,Neural Network,,CounterfactualGAN
328,9,polarity,Neural Network,,CounterfactualGAN
329,6,polarity,Neural Network,,CounterfactualGAN
330,5,polarity,Neural Network,,CounterfactualGAN
331,14,polarity,Neural Network,,CounterfactualGAN
332,10,polarity,Neural Network,,CounterfactualGAN
333,5,polarity,Neural Network,,CounterfactualGAN
334,7,polarity,Neural Network,,CounterfactualGAN
335,12,polarity,Neural Network,,CounterfactualGAN
336,12,polarity,Neural Network,,CounterfactualGAN
337,3,polarity,Neural Network,,CounterfactualGAN
338,15,polarity,Neural Network,,CounterfactualGAN
339,17,polarity,Neural Network,,CounterfactualGAN
340,16,polarity,Neural Network,,CounterfactualGAN
341,7,polarity,Neural Network,,CounterfactualGAN
342,11,polarity,Neural Network,,CounterfactualGAN
343,10,polarity,Neural Network,,CounterfactualGAN
344,10,polarity,Neural Network,,CounterfactualGAN
345,6,polarity,Neural Network,,CounterfactualGAN
346,10,polarity,Neural Network,,CounterfactualGAN
347,9,polarity,Neural Network,,CounterfactualGAN
348,6,polarity,Neural Network,,CounterfactualGAN
349,5,polarity,Neural Network,,CounterfactualGAN
350,14,polarity,Neural Network,,CounterfactualGAN
351,15,polarity,Neural Network,,CounterfactualGAN
352,11,polarity,Neural Network,,CounterfactualGAN
353,13,polarity,Neural Network,,CounterfactualGAN
354,13,polarity,Neural Network,,CounterfactualGAN
355,4,polarity,Neural Network,,CounterfactualGAN
356,9,polarity,Neural Network,,CounterfactualGAN
357,2,polarity,Neural Network,,CounterfactualGAN
358,11,polarity,Neural Network,,CounterfactualGAN
359,8,polarity,Neural Network,,CounterfactualGAN
360,10,polarity,Neural Network,,CounterfactualGAN
361,12,polarity,Neural Network,,CounterfactualGAN
362,20,polarity,Neural Network,,CounterfactualGAN
363,10,polarity,Neural Network,,CounterfactualGAN
364,12,polarity,Neural Network,,CounterfactualGAN
365,7,polarity,Neural Network,,CounterfactualGAN
366,12,polarity,Neural Network,,CounterfactualGAN
367,16,polarity,Neural Network,,CounterfactualGAN
368,14,polarity,Neural Network,,CounterfactualGAN
369,16,polarity,Neural Network,,CounterfactualGAN
370,9,polarity,Neural Network,,CounterfactualGAN
371,8,polarity,Neural Network,,CounterfactualGAN
372,15,polarity,Neural Network,,CounterfactualGAN
373,10,polarity,Neural Network,,CounterfactualGAN
374,10,polarity,Neural Network,,CounterfactualGAN
375,5,polarity,Neural Network,,CounterfactualGAN
376,18,polarity,Neural Network,,CounterfactualGAN
377,3,polarity,Neural Network,,CounterfactualGAN
378,9,polarity,Neural Network,,CounterfactualGAN
379,1,polarity,Neural Network,,CounterfactualGAN
380,3,polarity,Neural Network,,CounterfactualGAN
381,15,polarity,Neural Network,,CounterfactualGAN
382,10,polarity,Neural Network,,CounterfactualGAN
383,8,polarity,Neural Network,,CounterfactualGAN
384,2,polarity,Neural Network,,CounterfactualGAN
385,15,polarity,Neural Network,,CounterfactualGAN
386,10,polarity,Neural Network,,CounterfactualGAN
387,6,polarity,Neural Network,,CounterfactualGAN
388,15,polarity,Neural Network,,CounterfactualGAN
389,8,polarity,Neural Network,,CounterfactualGAN
390,12,polarity,Neural Network,,CounterfactualGAN
391,9,polarity,Neural Network,,CounterfactualGAN
392,15,polarity,Neural Network,,CounterfactualGAN
393,14,polarity,Neural Network,,CounterfactualGAN
394,19,polarity,Neural Network,,CounterfactualGAN
395,10,polarity,Neural Network,,CounterfactualGAN
396,16,polarity,Neural Network,,CounterfactualGAN
397,6,polarity,Neural Network,,CounterfactualGAN
398,11,polarity,Neural Network,,CounterfactualGAN
399,19,polarity,Neural Network,,CounterfactualGAN
400,17,polarity,Neural Network,,CounterfactualGAN
401,5,polarity,Neural Network,,CounterfactualGAN
402,10,polarity,Neural Network,,CounterfactualGAN
403,9,polarity,Neural Network,,CounterfactualGAN
404,12,polarity,Neural Network,,CounterfactualGAN
405,9,polarity,Neural Network,,CounterfactualGAN
406,10,polarity,Neural Network,,CounterfactualGAN
407,11,polarity,Neural Network,,CounterfactualGAN
408,6,polarity,Neural Network,,CounterfactualGAN
409,19,polarity,Neural Network,,CounterfactualGAN
410,6,polarity,Neural Network,,CounterfactualGAN
411,12,polarity,Neural Network,,CounterfactualGAN
412,7,polarity,Neural Network,,CounterfactualGAN
413,6,polarity,Neural Network,,CounterfactualGAN
414,14,polarity,Neural Network,,CounterfactualGAN
415,12,polarity,Neural Network,,CounterfactualGAN
416,7,polarity,Neural Network,,CounterfactualGAN
417,4,polarity,Neural Network,,CounterfactualGAN
418,5,polarity,Neural Network,,CounterfactualGAN
419,6,polarity,Neural Network,,CounterfactualGAN
420,5,polarity,Neural Network,,CounterfactualGAN
421,3,polarity,Neural Network,,CounterfactualGAN
422,6,polarity,Neural Network,,CounterfactualGAN
423,11,polarity,Neural Network,,CounterfactualGAN
424,16,polarity,Neural Network,,CounterfactualGAN
425,10,polarity,Neural Network,,CounterfactualGAN
426,16,polarity,Neural Network,,CounterfactualGAN
427,9,polarity,Neural Network,,CounterfactualGAN
428,6,polarity,Neural Network,,CounterfactualGAN
429,14,polarity,Neural Network,,CounterfactualGAN
430,8,polarity,Neural Network,,CounterfactualGAN
431,14,polarity,Neural Network,,CounterfactualGAN
432,12,polarity,Neural Network,,CounterfactualGAN
433,5,polarity,Neural Network,,CounterfactualGAN
434,16,polarity,Neural Network,,CounterfactualGAN
435,16,polarity,Neural Network,,CounterfactualGAN
436,10,polarity,Neural Network,,CounterfactualGAN
437,8,polarity,Neural Network,,CounterfactualGAN
438,18,polarity,Neural Network,,CounterfactualGAN
439,11,polarity,Neural Network,,CounterfactualGAN
440,14,polarity,Neural Network,,CounterfactualGAN
441,16,polarity,Neural Network,,CounterfactualGAN
442,18,polarity,Neural Network,,CounterfactualGAN
443,10,polarity,Neural Network,,CounterfactualGAN
444,13,polarity,Neural Network,,CounterfactualGAN
445,8,polarity,Neural Network,,CounterfactualGAN
446,9,polarity,Neural Network,,CounterfactualGAN
447,9,polarity,Neural Network,,CounterfactualGAN
448,14,polarity,Neural Network,,CounterfactualGAN
449,17,polarity,Neural Network,,CounterfactualGAN
450,16,polarity,Neural Network,,CounterfactualGAN
451,14,polarity,Neural Network,,CounterfactualGAN
452,14,polarity,Neural Network,,CounterfactualGAN
453,16,polarity,Neural Network,,CounterfactualGAN
454,6,polarity,Neural Network,,CounterfactualGAN
455,10,polarity,Neural Network,,CounterfactualGAN
456,13,polarity,Neural Network,,CounterfactualGAN
457,6,polarity,Neural Network,,CounterfactualGAN
458,14,polarity,Neural Network,,CounterfactualGAN
459,10,polarity,Neural Network,,CounterfactualGAN
460,12,polarity,Neural Network,,CounterfactualGAN
461,3,polarity,Neural Network,,CounterfactualGAN
462,5,polarity,Neural Network,,CounterfactualGAN
463,9,polarity,Neural Network,,CounterfactualGAN
464,7,polarity,Neural Network,,CounterfactualGAN
465,9,polarity,Neural Network,,CounterfactualGAN
466,4,polarity,Neural Network,,CounterfactualGAN
467,2,polarity,Neural Network,,CounterfactualGAN
468,4,polarity,Neural Network,,CounterfactualGAN
469,9,polarity,Neural Network,,CounterfactualGAN
470,14,polarity,Neural Network,,CounterfactualGAN
471,4,polarity,Neural Network,,CounterfactualGAN
472,15,polarity,Neural Network,,CounterfactualGAN
473,12,polarity,Neural Network,,CounterfactualGAN
474,3,polarity,Neural Network,,CounterfactualGAN
475,9,polarity,Neural Network,,CounterfactualGAN
476,14,polarity,Neural Network,,CounterfactualGAN
477,14,polarity,Neural Network,,CounterfactualGAN
478,13,polarity,Neural Network,,CounterfactualGAN
479,15,polarity,Neural Network,,CounterfactualGAN
480,9,polarity,Neural Network,,CounterfactualGAN
481,10,polarity,Neural Network,,CounterfactualGAN
482,9,polarity,Neural Network,,CounterfactualGAN
483,6,polarity,Neural Network,,CounterfactualGAN
484,11,polarity,Neural Network,,CounterfactualGAN
485,11,polarity,Neural Network,,CounterfactualGAN
486,6,polarity,Neural Network,,CounterfactualGAN
487,15,polarity,Neural Network,,CounterfactualGAN
488,14,polarity,Neural Network,,CounterfactualGAN
489,10,polarity,Neural Network,,CounterfactualGAN
490,12,polarity,Neural Network,,CounterfactualGAN
491,5,polarity,Neural Network,,CounterfactualGAN
492,13,polarity,Neural Network,,CounterfactualGAN
493,10,polarity,Neural Network,,CounterfactualGAN
494,14,polarity,Neural Network,,CounterfactualGAN
495,4,polarity,Neural Network,,CounterfactualGAN
496,8,polarity,Neural Network,,CounterfactualGAN
497,6,polarity,Neural Network,,CounterfactualGAN
498,6,polarity,Neural Network,,CounterfactualGAN
499,12,polarity,Neural Network,,CounterfactualGAN
500,8,polarity,Neural Network,,CounterfactualGAN
501,6,polarity,Neural Network,,CounterfactualGAN
502,6,polarity,Neural Network,,CounterfactualGAN
503,13,polarity,Neural Network,,CounterfactualGAN
504,15,polarity,Neural Network,,CounterfactualGAN
505,16,polarity,Neural Network,,CounterfactualGAN
506,5,polarity,Neural Network,,CounterfactualGAN
507,12,polarity,Neural Network,,CounterfactualGAN
508,16,polarity,Neural Network,,CounterfactualGAN
509,16,polarity,Neural Network,,CounterfactualGAN
510,16,polarity,Neural Network,,CounterfactualGAN
511,4,polarity,Neural Network,,CounterfactualGAN
512,20,polarity,Neural Network,,CounterfactualGAN
513,8,polarity,Neural Network,,CounterfactualGAN
514,6,polarity,Neural Network,,CounterfactualGAN
515,11,polarity,Neural Network,,CounterfactualGAN
516,17,polarity,Neural Network,,CounterfactualGAN
517,12,polarity,Neural Network,,CounterfactualGAN
518,3,polarity,Neural Network,,CounterfactualGAN
519,10,polarity,Neural Network,,CounterfactualGAN
520,5,polarity,Neural Network,,CounterfactualGAN
521,17,polarity,Neural Network,,CounterfactualGAN
522,14,polarity,Neural Network,,CounterfactualGAN
523,13,polarity,Neural Network,,CounterfactualGAN
524,2,polarity,Neural Network,,CounterfactualGAN
525,14,polarity,Neural Network,,CounterfactualGAN
526,14,polarity,Neural Network,,CounterfactualGAN
527,13,polarity,Neural Network,,CounterfactualGAN
528,7,polarity,Neural Network,,CounterfactualGAN
529,4,polarity,Neural Network,,CounterfactualGAN
530,6,polarity,Neural Network,,CounterfactualGAN
531,12,polarity,Neural Network,,CounterfactualGAN
532,10,polarity,Neural Network,,CounterfactualGAN
533,17,polarity,Neural Network,,CounterfactualGAN
534,15,polarity,Neural Network,,CounterfactualGAN
535,8,polarity,Neural Network,,CounterfactualGAN
536,13,polarity,Neural Network,,CounterfactualGAN
537,9,polarity,Neural Network,,CounterfactualGAN
538,11,polarity,Neural Network,,CounterfactualGAN
539,11,polarity,Neural Network,,CounterfactualGAN
540,7,polarity,Neural Network,,CounterfactualGAN
541,14,polarity,Neural Network,,CounterfactualGAN
542,12,polarity,Neural Network,,CounterfactualGAN
543,7,polarity,Neural Network,,CounterfactualGAN
544,6,polarity,Neural Network,,CounterfactualGAN
545,11,polarity,Neural Network,,CounterfactualGAN
546,13,polarity,Neural Network,,CounterfactualGAN
547,4,polarity,Neural Network,,CounterfactualGAN
548,12,polarity,Neural Network,,CounterfactualGAN
549,7,polarity,Neural Network,,CounterfactualGAN
550,18,polarity,Neural Network,,CounterfactualGAN
551,7,polarity,Neural Network,,CounterfactualGAN
552,14,polarity,Neural Network,,CounterfactualGAN
553,11,polarity,Neural Network,,CounterfactualGAN
554,12,polarity,Neural Network,,CounterfactualGAN
555,6,polarity,Neural Network,,CounterfactualGAN
556,11,polarity,Neural Network,,CounterfactualGAN
557,12,polarity,Neural Network,,CounterfactualGAN
558,20,polarity,Neural Network,,CounterfactualGAN
559,11,polarity,Neural Network,,CounterfactualGAN
560,15,polarity,Neural Network,,CounterfactualGAN
561,14,polarity,Neural Network,,CounterfactualGAN
562,12,polarity,Neural Network,,CounterfactualGAN
563,11,polarity,Neural Network,,CounterfactualGAN
564,14,polarity,Neural Network,,CounterfactualGAN
565,15,polarity,Neural Network,,CounterfactualGAN
566,12,polarity,Neural Network,,CounterfactualGAN
567,5,polarity,Neural Network,,CounterfactualGAN
568,6,polarity,Neural Network,,CounterfactualGAN
569,9,polarity,Neural Network,,CounterfactualGAN
570,10,polarity,Neural Network,,CounterfactualGAN
571,15,polarity,Neural Network,,CounterfactualGAN
572,9,polarity,Neural Network,,CounterfactualGAN
573,8,polarity,Neural Network,,CounterfactualGAN
574,13,polarity,Neural Network,,CounterfactualGAN
575,11,polarity,Neural Network,,CounterfactualGAN
576,10,polarity,Neural Network,,CounterfactualGAN
577,6,polarity,Neural Network,,CounterfactualGAN
578,15,polarity,Neural Network,,CounterfactualGAN
579,3,polarity,Neural Network,,CounterfactualGAN
580,12,polarity,Neural Network,,CounterfactualGAN
581,13,polarity,Neural Network,,CounterfactualGAN
582,13,polarity,Neural Network,,CounterfactualGAN
583,8,polarity,Neural Network,,CounterfactualGAN
584,6,polarity,Neural Network,,CounterfactualGAN
585,7,polarity,Neural Network,,CounterfactualGAN
586,11,polarity,Neural Network,,CounterfactualGAN
587,12,polarity,Neural Network,,CounterfactualGAN
588,9,polarity,Neural Network,,CounterfactualGAN
589,3,polarity,Neural Network,,CounterfactualGAN
590,9,polarity,Neural Network,,CounterfactualGAN
591,6,polarity,Neural Network,,CounterfactualGAN
592,6,polarity,Neural Network,,CounterfactualGAN
593,4,polarity,Neural Network,,CounterfactualGAN
594,12,polarity,Neural Network,,CounterfactualGAN
595,15,polarity,Neural Network,,CounterfactualGAN
596,15,polarity,Neural Network,,CounterfactualGAN
597,13,polarity,Neural Network,,CounterfactualGAN
0,3,polarity,Neural Network,_TfidfVectorizer,SEDC
1,5,polarity,Neural Network,_TfidfVectorizer,SEDC
2,10,polarity,Neural Network,_TfidfVectorizer,SEDC
3,9,polarity,Neural Network,_TfidfVectorizer,SEDC
4,8,polarity,Neural Network,_TfidfVectorizer,SEDC
5,15,polarity,Neural Network,_TfidfVectorizer,SEDC
6,5,polarity,Neural Network,_TfidfVectorizer,SEDC
7,8,polarity,Neural Network,_TfidfVectorizer,SEDC
8,3,polarity,Neural Network,_TfidfVectorizer,SEDC
9,3,polarity,Neural Network,_TfidfVectorizer,SEDC
10,15,polarity,Neural Network,_TfidfVectorizer,SEDC
11,9,polarity,Neural Network,_TfidfVectorizer,SEDC
12,3,polarity,Neural Network,_TfidfVectorizer,SEDC
13,9,polarity,Neural Network,_TfidfVectorizer,SEDC
14,17,polarity,Neural Network,_TfidfVectorizer,SEDC
15,3,polarity,Neural Network,_TfidfVectorizer,SEDC
16,7,polarity,Neural Network,_TfidfVectorizer,SEDC
17,4,polarity,Neural Network,_TfidfVectorizer,SEDC
18,5,polarity,Neural Network,_TfidfVectorizer,SEDC
19,5,polarity,Neural Network,_TfidfVectorizer,SEDC
20,3,polarity,Neural Network,_TfidfVectorizer,SEDC
21,5,polarity,Neural Network,_TfidfVectorizer,SEDC
22,14,polarity,Neural Network,_TfidfVectorizer,SEDC
23,3,polarity,Neural Network,_TfidfVectorizer,SEDC
24,16,polarity,Neural Network,_TfidfVectorizer,SEDC
25,3,polarity,Neural Network,_TfidfVectorizer,SEDC
26,15,polarity,Neural Network,_TfidfVectorizer,SEDC
27,6,polarity,Neural Network,_TfidfVectorizer,SEDC
28,3,polarity,Neural Network,_TfidfVectorizer,SEDC
29,3,polarity,Neural Network,_TfidfVectorizer,SEDC
30,8,polarity,Neural Network,_TfidfVectorizer,SEDC
31,3,polarity,Neural Network,_TfidfVectorizer,SEDC
32,13,polarity,Neural Network,_TfidfVectorizer,SEDC
33,8,polarity,Neural Network,_TfidfVectorizer,SEDC
34,3,polarity,Neural Network,_TfidfVectorizer,SEDC
35,3,polarity,Neural Network,_TfidfVectorizer,SEDC
36,7,polarity,Neural Network,_TfidfVectorizer,SEDC
37,3,polarity,Neural Network,_TfidfVectorizer,SEDC
38,3,polarity,Neural Network,_TfidfVectorizer,SEDC
