index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
70,a deliberative account of a lifestyle characterized by its surface obsession one that typifies the delirium of post pre and extant stardom,1,the film s visceral and predictable realism with a ,1,1,1.0,"['a movie that one of the best films of the situation ', 'the film is a primer on its own and director in its ', 'the film is a primer on its own it s a of above the ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own it s a rewarding balance ']","['the film is a primer on its own and fills his director ', 'the film is a primer on its own it feels like a lot ', 'the film is so many of its own in reality filmmaking ', 'the film is a contrivance as aificial as the film ']","{'primer': 0.21428571428571427, 'one': 0.07142857142857142, 'best': 0.07142857142857142, 'films': 0.07142857142857142, 'situation': 0.07142857142857142}","{'primer': 0.16666666666666666, 'fills': 0.08333333333333333, 'director': 0.08333333333333333, 'feels': 0.08333333333333333, 'like': 0.08333333333333333}"
71,we never feel anything for these characters and as a result the film is basically just a curiosity,0,a movie that rare into a man who can not always in ,1,1,0.975609756097561,"['the film is so of the best films of the year with ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own and director michael ', 'the film is so many that its through the film s mid ', 'the film has a number of themes a complex on that ']","['the film is a primer on its own it fills a good movie ', 'the film is a primer on its own director director ', 'the film is a primer on its own animated tv and rather ', 'the film is a primer on its own animated tv in which ']","{'primer': 0.14285714285714285, 'best': 0.07142857142857142, 'films': 0.07142857142857142, 'year': 0.07142857142857142, 'rewarding': 0.07142857142857142}","{'primer': 0.3076923076923077, 'director': 0.15384615384615385, 'animated': 0.15384615384615385, 'tv': 0.15384615384615385, 'fills': 0.07692307692307693}"
72,ceainly the performances are wohwhile,1,a film that loses sight of a <end> ,0,0,0.9777777777777777,"['the film s so uninspiring that could a gorgeously ', 'the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own his director in its ', 'the film is a primer on its own his director and direction ', 'the film s so predictable and just plain detailed ']","['the film s visceral and predictable tale of a man ', 'the film s a gaudy bag of a icon that s career <end> ', 'the film is a primer on its own his director and director ', 'the film is a solid album of inspiration and economical ', 'the film is a solid album of writers the film is a ']","{'primer': 0.11764705882352941, 'director': 0.11764705882352941, 'uninspiring': 0.058823529411764705, 'could': 0.058823529411764705, 'gorgeously': 0.058823529411764705}","{'director': 0.1111111111111111, 'solid': 0.1111111111111111, 'album': 0.1111111111111111, 'visceral': 0.05555555555555555, 'predictable': 0.05555555555555555}"
73,rubbo runs through a remarkable amount of material in the film s sho 90 minutes,1,the film s so of the reassuring adaptation of a with ,1,1,0.9722222222222222,"['the film is so of those who try to look at but it ', 'the film is a primer on its own it s a of healthy ', 'the film s so of the reassuring adaptation of a with ', 'the film is so many that its face the film is a rewarding ', 'the film is a primer on the beach with humor and american ']","['the film is so many of its own in reality tv in which ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own school comedy with ', 'the film is a primer on its own it feels like a lot ']","{'primer': 0.15384615384615385, 'try': 0.07692307692307693, 'look': 0.07692307692307693, 'healthy': 0.07692307692307693, 'reassuring': 0.07692307692307693}","{'primer': 0.23076923076923078, 'tv': 0.15384615384615385, 'many': 0.07692307692307693, 'reality': 0.07692307692307693, 'animated': 0.07692307692307693}"
74,a damn fine and a truly distinctive and a deeply peinent film,1,the film s blatant is one reason it s just too long ,0,0,0.9629629629629629,"['the film s a gaudy bag of stale candy ever made a ', 'a movie that one would be profane politically the ', 'the film is a primer on its own and fills its characters ', 'a movie that so of the highest and the most famous ', 'the film is a primer on its own and fills his film ']","['the film s so uninspiring that even a of h blade 2 ', 'the film s so uninspiring that could a taste of the ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own in town with action ', 'a movie that one would have been seen the performers ']","{'primer': 0.11764705882352941, 'fills': 0.11764705882352941, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'stale': 0.058823529411764705}","{'uninspiring': 0.10526315789473684, 'even': 0.05263157894736842, 'h': 0.05263157894736842, 'blade': 0.05263157894736842, '2': 0.05263157894736842}"
75,an average kid empowerment fantasy with slightly above average brains,1,a very funny look at how it used to be <end> ,1,1,1.0,"['the film is a primer on its own it s a of above the ', 'a movie that one would have been seen the performers ', 'the film is a primer on its own and director in its ', 'a movie that rare into a man who can t seen it s not ', 'a thoughtful movie that one of the most lies in a ']","['the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its observation and fills ', 'the film is so of the 70s games film ever made about ']","{'primer': 0.15384615384615385, 'one': 0.15384615384615385, 'seen': 0.15384615384615385, 'would': 0.07692307692307693, 'performers': 0.07692307692307693}","{'ever': 0.125, 'made': 0.125, 'primer': 0.125, 'gaudy': 0.0625, 'bag': 0.0625}"
76,a captivating coming of age story that may also be the first narrative film to be truly informed by the wireless age,1,the film is a primer on its own director director ,0,0,0.9512195121951219,"['the film is too many or even through the movie s of ', 'the film is a primer on its own director director ', 'the film is so many of the time it s so bad that it ', 'the film is a primer on its own director director ', 'the film is a primer on its own hollywood director ']","['the film is so of the best examples of aful life but ', 'the film has a laundry exercise in camera with and ', 'the film is so of those who try to look away from ']","{'director': 0.35714285714285715, 'primer': 0.21428571428571427, 'many': 0.14285714285714285, 'even': 0.07142857142857142, 'time': 0.07142857142857142}","{'best': 0.1, 'examples': 0.1, 'aful': 0.1, 'life': 0.1, 'laundry': 0.1}"
77,you can practically hear george orwell turning over,0,a film that falls to and creative <end> ,1,1,0.9560439560439561,"['a movie that rare into a man who can not always in ', 'the film is a solid album of grace and energy that ', 'the film s so of those who can t rescue this film ', 'the film is a solid album of family and direction ', 'the film is a solid action tale of a movie that is ']","['the film is a primer on its own his director and director ', 'a movie that so tale about three years ago and lucy ', 'the film is a primer on its own his director in its ', 'the film is a primer on its own his director and direction ', 'a movie that rare into the reunion of and the only ']","{'solid': 0.2, 'album': 0.13333333333333333, 'rare': 0.06666666666666667, 'man': 0.06666666666666667, 'always': 0.06666666666666667}","{'director': 0.26666666666666666, 'primer': 0.2, 'tale': 0.06666666666666667, 'three': 0.06666666666666667, 'years': 0.06666666666666667}"
78,built on the premise that middle class arkansas consists of monster truck loving good ol boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids,0,the film is a primer on its own it s a rewarding balance ,1,1,0.9772727272727273,"['the film is a primer on its own school comedy with ', 'the film is a primer on a movie that should be better ', 'the film is so of those films which is a brand of ', 'the film is a primer on the beach with humor and american ', 'the film is so of the best films of the year with ']","['the film is a primer on its own animated tv director ', 'the film is so many of its own in reality filmmaking ', 'the film is so many of the time it s so bad that it ', 'the film is a primer on its own animated tv and in ', 'the film is too many or even video it s got amateurish ']","{'primer': 0.21428571428571427, 'films': 0.14285714285714285, 'school': 0.07142857142857142, 'comedy': 0.07142857142857142, 'better': 0.07142857142857142}","{'many': 0.16666666666666666, 'primer': 0.1111111111111111, 'animated': 0.1111111111111111, 'tv': 0.1111111111111111, 'director': 0.05555555555555555}"
79,this movie has a glossy coat of action movie excess while remaining healess at its core,0,the film s a gaudy bag of stale candy ever made a ,0,0,0.9743589743589743,"['the film is too many out of these or historical moments ', 'the film is a primer on its own it feels like a lot ', 'the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own it fills a good movie ', 'the film is so of the 70s games film becomes bad dialogue ']","['it s a very tasteful rock and roll movie you could ', 'it s a very tasteful rock and roll movie you can imagine ', 'the film is a primer on its own and director in years ', 'the film is so of the best films of the year with ']","{'primer': 0.09523809523809523, 'many': 0.047619047619047616, 'historical': 0.047619047619047616, 'moments': 0.047619047619047616, 'feels': 0.047619047619047616}","{'tasteful': 0.14285714285714285, 'rock': 0.14285714285714285, 'roll': 0.14285714285714285, 'could': 0.07142857142857142, 'imagine': 0.07142857142857142}"
80,clockstoppers is one of those crazy mixed up films that doesn t know what it wants to be when it grows up,0,the film is a primer on its own director director ,0,0,0.9487179487179487,"['the film is a primer on its own hollywood director ', 'the film is so of those films which is a brand of ', 'the film is so many of its own in reality filmmaking ', 'the film is so many of the time it s altman esque ', 'the film is so many of the time it s so bad that s ']","['the film is a primer on the beach with humor and american ', 'the film is a primer on its own it s a of healthy ', 'the film is a primer on the beach with humor and humor ', 'the film has the heavy handed that takes up through ']","{'many': 0.2, 'time': 0.13333333333333333, 'primer': 0.06666666666666667, 'hollywood': 0.06666666666666667, 'director': 0.06666666666666667}","{'primer': 0.23076923076923078, 'humor': 0.23076923076923078, 'beach': 0.15384615384615385, 'american': 0.07692307692307693, 'healthy': 0.07692307692307693}"
81,it s mildly amusing but i ceainly can t recommend it,0,the film s visceral and predictable above with a of ,1,1,0.94,"['a movie that rare into a reunion of s a performance ', 'a movie that rare into the reunion of s a performance ', 'the film is a primer on its own and director in its ', 'the film s visceral and predictable above with a of ', 'the film is so of the 70s it would be adequately emphasized ']","['a movie that so of the highest and the most famous ', 'the film is a primer on its own and fills his director ', 'the film is so many that it wants to look like it ', 'the film is a contrivance as aificial as the film ']","{'rare': 0.14285714285714285, 'reunion': 0.14285714285714285, 'performance': 0.14285714285714285, 'primer': 0.07142857142857142, 'director': 0.07142857142857142}","{'highest': 0.09090909090909091, 'famous': 0.09090909090909091, 'primer': 0.09090909090909091, 'fills': 0.09090909090909091, 'director': 0.09090909090909091}"
82,the stories here suffer from the chosen format,0,a very funny and ultimately little footnote to the ,1,1,0.9714285714285714,"['a movie that so lovingly and present the most of screen ', 'a movie that so of the highest and the most feeling ', 'a thoughtful movie one of s best and in a performance ', 'the film is a primer on its own and director in years ', 'the film is a primer on its own and director in his ']","['the film is a primer on its own and director in u ', 'the film is a primer on its own and fills his film ', 'a movie that so of the energy and refusal of purpose ', 'the film is so of the 70s s film in which with british ', 'the film s so uninspiring that could a taste of the ']","{'primer': 0.14285714285714285, 'director': 0.14285714285714285, 'lovingly': 0.07142857142857142, 'present': 0.07142857142857142, 'screen': 0.07142857142857142}","{'primer': 0.15384615384615385, 'director': 0.07692307692307693, 'u': 0.07692307692307693, 'fills': 0.07692307692307693, 'energy': 0.07692307692307693}"
83,for a film about action ultimate x is the gabbiest giant screen movie ever bogging down in a barrage of hype,0,a movie that so lovingly and present the one of screen ,1,1,0.9772727272727273,"['the film is a primer on its own it s a of healthy ', 'the film is so many that its through the film s mid ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on the beach with humor and humor ', 'the film is a primer on its own it s a of above the ']","['the film is a primer on its own animated tv in which ', 'the film is a primer on its own it fills a good movie ', 'the film is a primer on its own animated tv and in ', 'the film is a primer on its own hollywood director ', 'the film is so many of its own in reality filmmaking ']","{'primer': 0.3333333333333333, 'humor': 0.16666666666666666, 'healthy': 0.08333333333333333, 'many': 0.08333333333333333, 'mid': 0.08333333333333333}","{'primer': 0.26666666666666666, 'animated': 0.13333333333333333, 'tv': 0.13333333333333333, 'fills': 0.06666666666666667, 'good': 0.06666666666666667}"
84,the first 2 3 of the film are incredibly captivating and insanely funny thanks in pa to interesting cinematic devices cool visual backmasking a solid cast and some wickedly sick and twisted humor,1,the film has an infectious enthusiasm and we re touched ,1,1,0.9830508474576272,"['the film is so of those who try to look at but it ', 'the film has the heavy handed that takes up with the ', 'the film has the perfect characters are not to give ', 'the film has been a huge that the movie it would have ', 'the film has been a huge fan of human with black comedy ']","['the film is too many or even putting the toilet seat ', 'the film has an infectious enthusiasm and it s altman ', 'the film has a laundry exercise in camera with action ', 'the film is a primer on its own director director ', 'the film is too many out to crush the same movie in ']","{'huge': 0.13333333333333333, 'try': 0.06666666666666667, 'look': 0.06666666666666667, 'heavy': 0.06666666666666667, 'handed': 0.06666666666666667}","{'many': 0.11764705882352941, 'director': 0.11764705882352941, 'even': 0.058823529411764705, 'putting': 0.058823529411764705, 'toilet': 0.058823529411764705}"
85,the film s tone and pacing are off almost from the get go,0,the film s visceral and predictable realism with a ,1,1,1.0,"['the film is a primer on its own and director in years ', 'a movie that one of the best films of the situation ', 'a movie that one of the best films of the year the ', 'a movie that so lovingly and present the one of screen ', 'a movie that rare into a movie that is a little more ']","['the film is a primer on its own it fills a good movie ', 'the film is a primer on its observation and fills ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on its own animated tv and rather ']","{'one': 0.17647058823529413, 'best': 0.11764705882352941, 'films': 0.11764705882352941, 'primer': 0.058823529411764705, 'director': 0.058823529411764705}","{'primer': 0.2857142857142857, 'fills': 0.14285714285714285, 'good': 0.07142857142857142, 'observation': 0.07142857142857142, 'feels': 0.07142857142857142}"
86,reinforces the often forgotten fact of the world s remarkably varying human population and mindset and its capacity to heal using creative natural and ancient antidotes,1,the film is a primer on its own director director ,0,0,0.9523809523809523,"['the film is so of those films try to be missing it ', 'the film is a primer on its own animated tv and in ', 'the film is a contrivance as aificial as the movie ', 'the film is a primer on its own director director ', 'the film is a contrivance as aificial as the film ']","['the film is a primer on its own school comedy with ', 'the film has a laundry exercise in camera with and ', 'the film is a primer on the film s delicate little ', 'the film has the perfect characters are not to compromise ', 'the film is so consistently that the impoance of human ']","{'primer': 0.15384615384615385, 'contrivance': 0.15384615384615385, 'aificial': 0.15384615384615385, 'director': 0.15384615384615385, 'films': 0.07692307692307693}","{'primer': 0.13333333333333333, 'school': 0.06666666666666667, 'comedy': 0.06666666666666667, 'laundry': 0.06666666666666667, 'exercise': 0.06666666666666667}"
87,it s depressing to see how far herzog has fallen,0,a very funny look at how it used to be <end> ,1,1,0.96875,"['the film is a primer on its own it s a of above its ', 'a movie that so lovingly and present the most of screen ', 'the film is so of the reassuring manner of a good ', 'a thoughtful movie that he s performance that is a ', 'the film is so of the 70s it would be adequately emphasized ']","['a movie that so of the highest and the of povey to ', 'the film is a primer on its own his director in its ', 'the film is a primer on its own animated tv and in ', 'a movie that one would be profane politically the ', 'the film is a primer on its own animated tv in which ']","{'primer': 0.07692307692307693, 'lovingly': 0.07692307692307693, 'present': 0.07692307692307693, 'screen': 0.07692307692307693, 'reassuring': 0.07692307692307693}","{'primer': 0.21428571428571427, 'animated': 0.14285714285714285, 'tv': 0.14285714285714285, 'highest': 0.07142857142857142, 'povey': 0.07142857142857142}"
88,a coarse and stupid gross out,0,a movie that falls to and satire <end> ,0,0,0.9830508474576272,"['the film s so predictable and are rolling over the ', 'the film s visceral and predictable tale of a scrapbook ', 'the film is a mediocre movie tale about a great movie ', 'the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own and director in u ']","['the film s visceral and predictable realism with a ', 'the film s a gaudy bag of a icon that s complexity ', 'the film is a solid album of grace and direction over ', 'a movie that one would be an intelligent and a lot ', 'the film is a solid album of grace and love with a ']","{'predictable': 0.1111111111111111, 'tale': 0.1111111111111111, 'rolling': 0.05555555555555555, 'visceral': 0.05555555555555555, 'scrapbook': 0.05555555555555555}","{'solid': 0.10526315789473684, 'album': 0.10526315789473684, 'grace': 0.10526315789473684, 'visceral': 0.05263157894736842, 'predictable': 0.05263157894736842}"
89,unfounately the picture failed to capture me i found it slow drab and bordering on melodramatic,0,the film s visceral and predictable realism with a ,1,1,0.9772727272727273,"['the film is a primer on its own it s a of above the ', 'it s a very tasteful to look at the most were what ', 'the film s visceral and predictable realism with a ', 'a movie that one of the best examples of a page to ', 'the film is a primer on its own and director in its ']","['the film is a primer on its own it fills a good movie ', 'the film is a primer on its own animated tv director ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on its own director director ']","{'primer': 0.16666666666666666, 'tasteful': 0.08333333333333333, 'look': 0.08333333333333333, 'visceral': 0.08333333333333333, 'predictable': 0.08333333333333333}","{'primer': 0.2857142857142857, 'director': 0.21428571428571427, 'fills': 0.07142857142857142, 'good': 0.07142857142857142, 'animated': 0.07142857142857142}"
90,dawdles and drags when it should pop it doesn t even have the viue of enough mindless violence to break up the tedium of all its generational bonding,0,the film is a contrivance as aificial as the movie ,0,0,0.9782608695652174,"['the film is a contrivance as aificial as the movie ', 'the film is too many out of these guys are john in ', 'the film is so of those films try to be worrying about ', 'the film is a contrivance as aificial as the movie ', 'the film is so of those films try to be missing from ']","['the film has been a huge fan of human with such life ', 'the film has the perfect characters are not much of ', 'the film has an infectious enthusiasm and we re touched ', 'the film is so of the best films of the year with ']","{'contrivance': 0.15384615384615385, 'aificial': 0.15384615384615385, 'films': 0.15384615384615385, 'try': 0.15384615384615385, 'many': 0.07692307692307693}","{'huge': 0.07692307692307693, 'fan': 0.07692307692307693, 'human': 0.07692307692307693, 'life': 0.07692307692307693, 'perfect': 0.07692307692307693}"
91,a thoughtful movie a movie that is concerned with souls and risk and schemes and the consequences of one s actions,1,the film is a primer on its own it fills a good movie ,0,0,1.0,"['the film is so many of the quirks to examine his emotional ', 'the film is a primer on its own animated tv director ', 'the film is too many or even video it s got a movie ', 'the film is too many or even through the movie s mid ', 'the film has a laundry exercise in camera with action ']","['it s a very tasteful to look at it s so devoid of ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so consistently that the impoance of human ', 'the film is so of the best films of the year with ']","{'many': 0.15789473684210525, 'even': 0.10526315789473684, 'quirks': 0.05263157894736842, 'examine': 0.05263157894736842, 'emotional': 0.05263157894736842}","{'tasteful': 0.08333333333333333, 'look': 0.08333333333333333, 'devoid': 0.08333333333333333, 'primer': 0.08333333333333333, 'rewarding': 0.08333333333333333}"
92,the threat implied in the title pok mon 4ever is terrifying like locusts in a horde these things will keep coming,0,the film s so of the reassuring adaptation of a with ,1,1,0.9767441860465116,"['the film is so many that its through the film s mid ', 'the film is a primer on its own school comedy with ', 'the film is a primer on its own it s a rewarding balance ', 'it s a very tasteful rock and roll movie you could ', 'the film is a primer on the beach with humor and american ']","['the film is a primer on the rules of attraction and ', 'the film is a primer on its own it fills a good movie ', 'the film is a primer on its own and director michael ', 'the film is a primer on its own animated tv in which ', 'the film is so of the 70s or film in which it s performance ']","{'primer': 0.1875, 'many': 0.0625, 'mid': 0.0625, 'school': 0.0625, 'comedy': 0.0625}","{'primer': 0.2857142857142857, 'rules': 0.07142857142857142, 'attraction': 0.07142857142857142, 'fills': 0.07142857142857142, 'good': 0.07142857142857142}"
93,an entire film about researchers quietly reading dusty old letters,0,a film that falls to and satire <end> ,0,0,0.97,"['a film that one sight about three films from drag ', 'the film s a gaudy bag of stale candy ever made a ', 'the film s so uninspiring that could a gorgeously ', 'the film is a primer on its own his director and feels ', 'the film is a primer on its own his director and ultimately ']","['the film s visceral and predictable realism with a ', 'the film is a solid album of grace and direction over ', 'the film s a gaudy bag of a icon that s career <end> ', 'the film is a primer on its own and director in his ', 'the film s so uninspiring that could a giant enterprise ']","{'primer': 0.1, 'director': 0.1, 'one': 0.05, 'sight': 0.05, 'three': 0.05}","{'visceral': 0.058823529411764705, 'predictable': 0.058823529411764705, 'realism': 0.058823529411764705, 'solid': 0.058823529411764705, 'album': 0.058823529411764705}"
94,helmer devito attempts to do too many things in this story about ethics payola vice murder kids tv and revenge,0,the film is a primer on its own it fills a good movie ,0,0,0.9761904761904762,"['the film is a primer on sentence of the film a movie ', 'the film is so many that it wants to look like it ', 'the film is so of those films try to be missing from ', 'the film is so many of the time it s so bad that it ', 'the film is a contrivance as aificial as the film ']","['the film is so of the best films of the year with ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on its own school comedy with ', 'the film is so consistently that the impoance of life ']","{'many': 0.14285714285714285, 'primer': 0.07142857142857142, 'sentence': 0.07142857142857142, 'wants': 0.07142857142857142, 'look': 0.07142857142857142}","{'primer': 0.16666666666666666, 'best': 0.08333333333333333, 'films': 0.08333333333333333, 'year': 0.08333333333333333, 'rewarding': 0.08333333333333333}"
95,your stomach for heaven depends largely on your appetite for canned corn,0,a very funny look at how it used to be <end> ,1,1,0.9857142857142858,"['the film is a primer on its own and director in years ', 'the film is a primer on its own it fills a strong ', 'the film is so of the 70s most of the film s with ', 'the film is so of the 70s s film in which with sensitivity ', 'the film is a primer on its own in town with sensitivity ']","['the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own hollywood director ', 'the film is a primer on its own animated tv in which ', 'a movie that so of the energy in a of healthy tv s ', 'the film is so many of its own in reality tv and his ']","{'primer': 0.25, '70s': 0.16666666666666666, 'sensitivity': 0.16666666666666666, 'director': 0.08333333333333333, 'years': 0.08333333333333333}","{'tv': 0.16666666666666666, 'primer': 0.1111111111111111, 'gaudy': 0.05555555555555555, 'bag': 0.05555555555555555, 'stale': 0.05555555555555555}"
96,probably the best case for christianity since chesteon and lewis,1,a film that falls to and creative <end> ,1,1,0.9666666666666667,"['the film is a recycled and affection thriller that ', 'a movie that so of the energy and in which sexy of ', 'a movie that so fresh and high years down the film ', 'a movie that so fresh and thoroughly but el is foreign ', 'the film is a primer on its own and director in america ']","['the film is a primer on its own his director and feels ', 'the film s visceral and its indulgent and a very very ', 'a film that so fresh and thoroughly but el great film ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on sentence of the film a movie ']","{'fresh': 0.13333333333333333, 'recycled': 0.06666666666666667, 'affection': 0.06666666666666667, 'thriller': 0.06666666666666667, 'energy': 0.06666666666666667}","{'primer': 0.2, 'feels': 0.13333333333333333, 'director': 0.06666666666666667, 'visceral': 0.06666666666666667, 'indulgent': 0.06666666666666667}"
97,one of herzog s least inspired works,1,a film that falls to and creative <end> ,1,1,0.9807692307692307,"['the film s so uninspiring that even a of h blade 2 ', 'a film that falls to and creative <end> ', 'the film is so many of its banality and other is realistic ', 'the film s a gaudy album of adolescent s complexity ', 'the film is a primer on its own it s a of healthy ']","['the film is a primer on its own and director director ', 'the film is a primer on its own his director in its ', 'the film is a primer on its own and director in recent ', 'a movie that so tale about being a bunch of time in ', 'the film is a primer on its own his director and feels ']","{'uninspiring': 0.0625, 'even': 0.0625, 'h': 0.0625, 'blade': 0.0625, '2': 0.0625}","{'director': 0.35714285714285715, 'primer': 0.2857142857142857, 'recent': 0.07142857142857142, 'tale': 0.07142857142857142, 'bunch': 0.07142857142857142}"
98,a deft delightful mix of sulky teen drama and overcoming obstacles spos movie triumph,1,a very funny look at how it used to be <end> ,1,1,0.9821428571428571,"['the film is so many that its through the film s mid ', 'the film is so consistently that the impoance of life ', 'the film is a primer on its own it fills a strong ', 'the film is a primer on its own and director in moulin ', 'a movie that rare into the reunion of s a performance ']","['the film is a primer on its own and director in u ', 'the film is a primer on its own director director ', 'the film is a primer on its own and fills his director ']","{'primer': 0.14285714285714285, 'many': 0.07142857142857142, 'mid': 0.07142857142857142, 'consistently': 0.07142857142857142, 'impoance': 0.07142857142857142}","{'director': 0.4444444444444444, 'primer': 0.3333333333333333, 'u': 0.1111111111111111, 'fills': 0.1111111111111111}"
99,an oppounity missed,0,a creaky staircase gothic <end> ,0,0,0.9795918367346939,"['the movie is a mediocre movie movie in a great movie ', 'a very funny look at how it s a rather dull <end> ', 'a movie that will enthrall the whole thing over <end> ', 'a movie that will be a of a movie ultimately devoid ', 'the film s so predictable and are too many of 100 ']","['the film s what is so of the most films <end> ', 'the of the film is a pleasant enough and delightfully ', 'the film s visceral and affection thriller with a ', 'a very funny look at how it s a pretty funny <end> ', 'the film s a gaudy bag of a icon that s complexity ']","{'mediocre': 0.07142857142857142, 'great': 0.07142857142857142, 'funny': 0.07142857142857142, 'look': 0.07142857142857142, 'rather': 0.07142857142857142}","{'funny': 0.13333333333333333, 'films': 0.06666666666666667, 'pleasant': 0.06666666666666667, 'enough': 0.06666666666666667, 'delightfully': 0.06666666666666667}"
