index,original text,true class,decoded text,black box prediction,decision tree prediction,fidelity,exemplars,counter exemplars,top exemplar words,top counter exemplar words
68,the setting is so cool that it chills the characters reducing our emotional stake in the outcome of intacto s dangerous and seductively stylish game,1,the setting is so cool that it chills the characters reducing our emotional stake in the outcome of intacto s dangerous and seductively stylish game,1,1,0.9787234042553191,"['the film is a primer on its own it s a of healthy ', 'the film is a primer on its own it s a rewarding balance ', 'the setting is so cool that it chills the characters reducing our emotional stake in the outcome of intacto s dangerous and seductively stylish game', 'the film is so many that it wants to look like it ', 'the film has a laundry exercise in camera with and ']","['the film is too many or even through the movie s mid ', 'the film is a contrivance as aificial as the film ', 'the film is a primer on sentence of the film a movie ', 'the film is so many of the time it s so bad that s ']","{'primer': 0.08, 'healthy': 0.04, 'rewarding': 0.04, 'balance': 0.04, 'setting': 0.04}","{'many': 0.2, 'even': 0.1, 'mid': 0.1, 'contrivance': 0.1, 'aificial': 0.1}"
69,for the first time in years de niro digs deep emotionally perhaps because he s been stirred by the powerful work of his co stars,1,for the first time in years de niro digs deep emotionally perhaps because he s been stirred by the powerful work of his co stars,1,1,0.9772727272727273,"['the film is so of the best films of the year with ', 'the film has a laundry exercise in camera with action ', 'the film is so consistently that the impoance of human ', 'for the first time in years de niro digs deep emotionally perhaps because he s been stirred by the powerful work of his co stars', 'the film is so many of its own in reality filmmaking ']","['the film is a contrivance as aificial as the film ', 'the film is too many out of these or historical moments ', 'the film is too many or even through the movie s of ', 'the film is too many or even through the movie s hero ']","{'best': 0.037037037037037035, 'films': 0.037037037037037035, 'year': 0.037037037037037035, 'laundry': 0.037037037037037035, 'exercise': 0.037037037037037035}","{'many': 0.3, 'even': 0.2, 'contrivance': 0.1, 'aificial': 0.1, 'historical': 0.1}"
70,a deliberative account of a lifestyle characterized by its surface obsession one that typifies the delirium of post pre and extant stardom,1,a deliberative account of a lifestyle characterized by its surface obsession one that typifies the delirium of post pre and extant stardom,1,1,0.95,"['a deliberative account of a lifestyle characterized by its surface obsession one that typifies the delirium of post pre and extant stardom', 'the film is a primer on its own it fills a good movie ', 'a movie that rare into the reunion of s a performance ', 'the film is a primer on its own and director in years ', 'the film is a primer on its own and director in its ']","['the film is a primer on sentence of the film a movie ', 'the film is so heavy handed symbolism dime in sorority ', 'the film is a primer on its own animated tv and rather ']","{'primer': 0.125, 'director': 0.08333333333333333, 'deliberative': 0.041666666666666664, 'account': 0.041666666666666664, 'lifestyle': 0.041666666666666664}","{'primer': 0.18181818181818182, 'sentence': 0.09090909090909091, 'heavy': 0.09090909090909091, 'handed': 0.09090909090909091, 'symbolism': 0.09090909090909091}"
71,we never feel anything for these characters and as a result the film is basically just a curiosity,0,we never feel anything for these characters and as a result the film is basically just a curiosity,0,0,0.9787234042553191,"['the film is so many that it wants to look like it ', 'the film is so many of its own in reality tv in which ', 'the film is a primer on its own animated tv and rather ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on sentence of the film a movie ']","['it s a very tasteful rock and roll movie you could ', 'the film is so of those who try to look away from ', 'the film is a primer on the film s delicate little ', 'the film is so of those films try to be missing from ', 'the film is so of those who try to look at but it ']","{'tv': 0.1875, 'primer': 0.1875, 'many': 0.125, 'animated': 0.125, 'wants': 0.0625}","{'try': 0.2, 'look': 0.13333333333333333, 'tasteful': 0.06666666666666667, 'rock': 0.06666666666666667, 'roll': 0.06666666666666667}"
72,ceainly the performances are wohwhile,1,ceainly the performances are wohwhile,1,1,0.9887640449438202,"['the film is a primer on its own and director director ', 'a movie that one of the best films of the year the ', 'the film is a primer on its own his director and director ', 'the film is so of the best films of the year with ', 'the film is a primer on sentence of the film a caoon ']","['the film s so predictable and just plain detailed ', 'a film that will enthrall the whole thing and just ', 'the film is a primer on sentence of the film a movie ', 'a movie that so tale about human x is that pelosi ', 'the film s so uninspiring that could a job to the ']","{'director': 0.25, 'primer': 0.1875, 'best': 0.125, 'films': 0.125, 'year': 0.125}","{'predictable': 0.06666666666666667, 'plain': 0.06666666666666667, 'detailed': 0.06666666666666667, 'enthrall': 0.06666666666666667, 'whole': 0.06666666666666667}"
73,rubbo runs through a remarkable amount of material in the film s sho 90 minutes,1,rubbo runs through a remarkable amount of material in the film s sho 90 minutes,0,0,0.9743589743589743,"['the film is a primer on its own it feels like a lot ', 'the film is a primer on its own animated tv and rather ', 'the film is so of the 70s or film in which it s performance ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own hollywood director ']","['it s a very tasteful rock and roll movie you could ', 'the film is a primer on the beach with humor and american ', 'the film is a primer on its own it s a of healthy ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own director director ']","{'primer': 0.25, 'animated': 0.125, 'tv': 0.125, 'feels': 0.0625, 'like': 0.0625}","{'primer': 0.17647058823529413, 'director': 0.11764705882352941, 'tasteful': 0.058823529411764705, 'rock': 0.058823529411764705, 'roll': 0.058823529411764705}"
74,a damn fine and a truly distinctive and a deeply peinent film,1,a damn fine and a truly distinctive and a deeply peinent film,1,1,0.9607843137254902,"['the film is a primer on its own and fills his film ', 'the film is so of the best films of the year with ', 'the film is a primer on its own and director in america ', 'the film is a primer on its own it s a of above its ', 'the film s a gaudy bag of stale candy ever made a ']","['the film is a primer on its own in town with sensitivity ', 'a movie that rare into a man who can t seen it s not ', 'the film is so of the 70s or film in which it s performance ']","{'primer': 0.2, 'fills': 0.06666666666666667, 'best': 0.06666666666666667, 'films': 0.06666666666666667, 'year': 0.06666666666666667}","{'primer': 0.125, 'town': 0.125, 'sensitivity': 0.125, 'rare': 0.125, 'man': 0.125}"
75,an average kid empowerment fantasy with slightly above average brains,1,an average kid empowerment fantasy with slightly above average brains,1,1,0.9807692307692307,"['the film has a number of themes a complex on a good ', 'the film is so heavy and 295 preview i d be called ', 'a movie that one would have been seen the performers ', 'the film is a primer on its own it fills a good movie ', 'a movie that rare into the reunion of and the only ']","['a movie that so of the energy than a romantic comedy ', 'the film is a primer on its own it feels like a lot ']","{'good': 0.11764705882352941, 'number': 0.058823529411764705, 'themes': 0.058823529411764705, 'complex': 0.058823529411764705, 'heavy': 0.058823529411764705}","{'energy': 0.14285714285714285, 'romantic': 0.14285714285714285, 'comedy': 0.14285714285714285, 'primer': 0.14285714285714285, 'feels': 0.14285714285714285}"
76,a captivating coming of age story that may also be the first narrative film to be truly informed by the wireless age,1,a captivating coming of age story that may also be the first narrative film to be truly informed by the wireless age,1,1,0.9302325581395349,"['the film is a primer on the beach with humor and american ', 'the film has a laundry exercise in camera and that ', 'the film has a contrivance as aificial as the film ', 'the film is so many that it wants to look like it ', 'the film is so of those films try to be missing from ']","['the film is a primer on its own hollywood director ', 'the film is a primer on a movie that should be better ', 'the film has the perfect characters are not to lend ', 'the film is a contrivance as aificial as the film ', 'the film has been in years old but director s a bad ']","{'primer': 0.0625, 'beach': 0.0625, 'humor': 0.0625, 'american': 0.0625, 'laundry': 0.0625}","{'primer': 0.14285714285714285, 'director': 0.14285714285714285, 'hollywood': 0.07142857142857142, 'better': 0.07142857142857142, 'perfect': 0.07142857142857142}"
77,you can practically hear george orwell turning over,0,you can practically hear george orwell turning over,0,0,0.9797979797979798,"['the film s so predictable and just plain detailed ', 'a movie that so tale about human after school his ', 'the film s so uninspiring that could a job to the ', 'a fascinating movie that s neither ararat is fiercely ', 'the film s so uninspiring that could a gorgeously ']","['the film is a primer on its own his director and director ', 'the film is a solid album of writers for love with ', 'the film s a gaudy bag of a icon that s career <end> ', 'the film is a solid new film territory in that three ', 'the film s so uninspiring that could a taste of the ']","{'uninspiring': 0.125, 'could': 0.125, 'predictable': 0.0625, 'plain': 0.0625, 'detailed': 0.0625}","{'director': 0.1111111111111111, 'solid': 0.1111111111111111, 'primer': 0.05555555555555555, 'album': 0.05555555555555555, 'writers': 0.05555555555555555}"
78,built on the premise that middle class arkansas consists of monster truck loving good ol boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids,0,built on the premise that middle class arkansas consists of monster truck loving good ol boys and peroxide blond honeys whose worldly knowledge comes from tv reruns and supermarket tabloids,1,1,1.0,"['the film has a laundry exercise in camera with and ', 'the film is so of those films which there are moments ', 'the film has the heavy handed that takes up with a ', 'the film is so consistently that the impoance of human ', 'the film has the heavy handed that takes up through ']","['the film is so many of the time it s so bad that s ', 'the film is a primer on its own hollywood director ', 'the film is too many out of these or historical moments ', 'the film is too many or even video it s got a movie ']","{'heavy': 0.14285714285714285, 'handed': 0.14285714285714285, 'takes': 0.14285714285714285, 'laundry': 0.07142857142857142, 'exercise': 0.07142857142857142}","{'many': 0.23076923076923078, 'time': 0.07692307692307693, 'bad': 0.07692307692307693, 'primer': 0.07692307692307693, 'hollywood': 0.07692307692307693}"
79,this movie has a glossy coat of action movie excess while remaining healess at its core,0,this movie has a glossy coat of action movie excess while remaining healess at its core,0,0,0.9761904761904762,"['the film is a primer on sentence of the film a movie ', 'the film is a primer on its own it feels like a lot ', 'the film is so many of its own in reality tv and so ', 'the film is a primer on its own animated tv and rather ', 'the film is a primer on its own animated tv in which ']","['it s a very tasteful to look at it s so devoid of ', 'the film is so many of its own in reality tv and his ', 'a movie that so of the best films like a confidence ', 'the film is a primer on its own it s a of above its ', 'the film is a primer on its own animated tv and in ']","{'primer': 0.25, 'tv': 0.1875, 'animated': 0.125, 'sentence': 0.0625, 'feels': 0.0625}","{'tv': 0.14285714285714285, 'primer': 0.14285714285714285, 'tasteful': 0.07142857142857142, 'look': 0.07142857142857142, 'devoid': 0.07142857142857142}"
80,clockstoppers is one of those crazy mixed up films that doesn t know what it wants to be when it grows up,0,clockstoppers is one of those crazy mixed up films that doesn t know what it wants to be when it grows up,0,0,0.926829268292683,"['the film is so many of the time it s so bad that s ', 'the film is too many or even video it s got a movie ', 'the film is a primer on its own hollywood director ', 'the film is too many or sugary issues in the least ', 'the film is too many out of these or historical moments ']","['the film has a laundry exercise in camera and that ', 'the film is a primer on its own it s a rewarding balance ', 'the film is a primer on the rules of attraction and ', 'the film is so of those films which is a brand of ', 'the film is so consistently that the impoance of human ']","{'many': 0.23529411764705882, 'time': 0.058823529411764705, 'bad': 0.058823529411764705, 'even': 0.058823529411764705, 'video': 0.058823529411764705}","{'primer': 0.14285714285714285, 'laundry': 0.07142857142857142, 'exercise': 0.07142857142857142, 'camera': 0.07142857142857142, 'rewarding': 0.07142857142857142}"
81,it s mildly amusing but i ceainly can t recommend it,0,it s mildly amusing but i ceainly can t recommend it,0,0,0.9591836734693877,"['a movie that rare into a man who can t seen it s not ', 'a movie that one would be profane politically the ', 'the film is a primer on its own and fills its characters ', 'the film is a primer on its own it feels like a lot ', 'it s a very tasteful rock and roll movie you could ']","['the film s a gaudy bag of stale candy ever made a ', 'a movie that one of the best films of the year with ', 'the film is a primer on its own it fills a good movie ', 'a movie that so of the highest and the most famous ', 'the film has a number of themes a complex on a good ']","{'primer': 0.1111111111111111, 'rare': 0.05555555555555555, 'man': 0.05555555555555555, 'seen': 0.05555555555555555, 'one': 0.05555555555555555}","{'good': 0.10526315789473684, 'gaudy': 0.05263157894736842, 'bag': 0.05263157894736842, 'stale': 0.05263157894736842, 'candy': 0.05263157894736842}"
82,the stories here suffer from the chosen format,0,the stories here suffer from the chosen format,0,1,0.9838709677419355,"['the film s so uninspiring that even a of h blade 2 ', 'the film is so of the 70s s film in which with more ', 'a movie that so fresh and high numbingly stilted its ', 'a movie that so lovingly and present the one of screen ', 'the film is a primer on its own in town with action ']","['a movie that so of the energy in a of healthy tv s ', 'a movie that rare into a man who can not always in ', 'the film is so of the 70s or film in which it s performance ']","{'uninspiring': 0.058823529411764705, 'even': 0.058823529411764705, 'h': 0.058823529411764705, 'blade': 0.058823529411764705, '2': 0.058823529411764705}","{'energy': 0.125, 'healthy': 0.125, 'tv': 0.125, 'rare': 0.125, 'man': 0.125}"
83,for a film about action ultimate x is the gabbiest giant screen movie ever bogging down in a barrage of hype,0,for a film about action ultimate x is the gabbiest giant screen movie ever bogging down in a barrage of hype,0,0,0.9318181818181818,"['the film is a primer on sentence of the film a movie ', 'the film is so many of its own in reality tv in which ', 'the film is a primer on its own animated tv in which ', 'the film is a primer on its own animated tv director ', 'the film is too many or even video it s got a movie ']","['the film is a primer on its own it fills a good movie ', 'the film is a primer on its own school comedy with ', 'it s a very tasteful rock and roll movie you could ', 'the film is so of those films try to be missing from ']","{'primer': 0.1875, 'tv': 0.1875, 'many': 0.125, 'animated': 0.125, 'sentence': 0.0625}","{'primer': 0.15384615384615385, 'fills': 0.07692307692307693, 'good': 0.07692307692307693, 'school': 0.07692307692307693, 'comedy': 0.07692307692307693}"
84,the first 2 3 of the film are incredibly captivating and insanely funny thanks in pa to interesting cinematic devices cool visual backmasking a solid cast and some wickedly sick and twisted humor,1,the first 2 3 of the film are incredibly captivating and insanely funny thanks in pa to interesting cinematic devices cool visual backmasking a solid cast and some wickedly sick and twisted humor,1,1,0.9795918367346939,"['the film has the heavy handed of elling films is a ', 'the film has a laundry exercise in camera with and ', 'the film has been a huge that of impact and direction ', 'the film has the heavy handed of haynes work in the ', 'the film has the perfect characters are not much of ']","['the film is too many out of these or historical moments ', 'the film has the perfect characters are too much but ', 'the film is too many out to crush the same ride that ', 'the film has been a huge that his movie in stua is ']","{'heavy': 0.11764705882352941, 'handed': 0.11764705882352941, 'elling': 0.058823529411764705, 'films': 0.058823529411764705, 'laundry': 0.058823529411764705}","{'many': 0.18181818181818182, 'historical': 0.09090909090909091, 'moments': 0.09090909090909091, 'perfect': 0.09090909090909091, 'characters': 0.09090909090909091}"
85,the film s tone and pacing are off almost from the get go,0,the film s tone and pacing are off almost from the get go,0,0,1.0,"['the film is so many that its through the film s mid ', 'the film is a contrivance as aificial as the film ', 'the film is a primer on its own it feels like a lot ', 'the film s tone and pacing are off almost from the get go', 'a movie that rare into a man who can t seen it s not ']","['a movie that so of the best films like a confidence ', 'the film is a primer on its observation and fills ', 'a movie that one of the best films of the year the ', 'the film is so of the reassuring manner of a good ', 'the film is so of the 70s it would be adequately emphasized ']","{'many': 0.0625, 'mid': 0.0625, 'contrivance': 0.0625, 'aificial': 0.0625, 'primer': 0.0625}","{'best': 0.1111111111111111, 'films': 0.1111111111111111, 'like': 0.05555555555555555, 'confidence': 0.05555555555555555, 'primer': 0.05555555555555555}"
86,reinforces the often forgotten fact of the world s remarkably varying human population and mindset and its capacity to heal using creative natural and ancient antidotes,1,reinforces the often forgotten fact of the world s remarkably varying human population and mindset and its capacity to heal using creative natural and ancient antidotes,1,1,0.95,"['the film has a laundry exercise in camera and that ', 'the film is so of the best films of the year with ', 'the film is a primer on the beach with humor and american ', 'the film is so many of its own in reality filmmaking ', 'the film is a primer on its own and director michael ']","['the film is too many or even through the movie s of ', 'the film is too many or sugary through to think that ', 'the film has a contrivance as aificial as the exalted ']","{'primer': 0.125, 'laundry': 0.0625, 'exercise': 0.0625, 'camera': 0.0625, 'best': 0.0625}","{'many': 0.25, 'even': 0.125, 'sugary': 0.125, 'think': 0.125, 'contrivance': 0.125}"
87,it s depressing to see how far herzog has fallen,0,it s depressing to see how far herzog has fallen,0,0,1.0,"['the film is a primer on its own and fills its characters ', 'the film is a primer on sentence of the film a movie ', 'a movie that rare film about every to u s career to ', 'a movie that one would have been seen the performers ', 'a movie that rare into a man who can t seen it s not ']","['the film is a primer on its own in town with sensitivity ', 'a movie that so of the highest and the of povey to ', 'a movie that rare into the reunion of and the 15 a ', 'it s a very tasteful rock and roll movie you could ', 'the film is a primer on its own director director ']","{'primer': 0.125, 'rare': 0.125, 'seen': 0.125, 'fills': 0.0625, 'characters': 0.0625}","{'primer': 0.13333333333333333, 'director': 0.13333333333333333, 'town': 0.06666666666666667, 'sensitivity': 0.06666666666666667, 'highest': 0.06666666666666667}"
88,a coarse and stupid gross out,0,a coarse and stupid gross out,1,1,0.9801980198019802,"['a coarse and stupid gross out', 'the film is a solid album of grace and love with a ', 'the film s so uninspiring that could a taste of the ', 'a movie that so fresh and thoroughly but unremarkable ', 'a movie that so of the best films like a confidence ']","['the film s so uninspiring that could a gorgeously ', 'the film s so predictable and just plain detailed ', 'the film is a primer on sentence of the film a movie ']","{'coarse': 0.058823529411764705, 'stupid': 0.058823529411764705, 'gross': 0.058823529411764705, 'solid': 0.058823529411764705, 'album': 0.058823529411764705}","{'uninspiring': 0.125, 'could': 0.125, 'gorgeously': 0.125, 'predictable': 0.125, 'plain': 0.125}"
89,unfounately the picture failed to capture me i found it slow drab and bordering on melodramatic,0,unfounately the picture failed to capture me i found it slow drab and bordering on melodramatic,0,0,0.9375,"['the film is a primer on its own and fills its characters ', 'a movie that rare into a man who can t seen it s not ', 'the film is a primer on sentence of the film a movie ', 'the film is a primer on its own it feels like a lot ', 'the film is a primer on its own animated tv and rather ']","['a movie that so lovingly and present the most of screen ', 'the film is a primer on its own school comedy with ', 'it s a very tasteful to look at it s so devoid of ', 'the film is a primer on the beach with humor and american ', 'a movie that so lovingly and present the one of screen ']","{'primer': 0.25, 'fills': 0.0625, 'characters': 0.0625, 'rare': 0.0625, 'man': 0.0625}","{'lovingly': 0.11764705882352941, 'present': 0.11764705882352941, 'screen': 0.11764705882352941, 'primer': 0.11764705882352941, 'school': 0.058823529411764705}"
90,dawdles and drags when it should pop it doesn t even have the viue of enough mindless violence to break up the tedium of all its generational bonding,0,dawdles and drags when it should pop it doesn t even have the viue of enough mindless violence to break up the tedium of all its generational bonding,0,0,0.9782608695652174,"['the film is so of those films try to be missing from ', 'the film is so many of the time it s so bad that it ', 'the film has the perfect characters are not to compromise ', 'the film has been a huge that his movie in features ', 'the film has the perfect characters are not to give ']","['the film has a laundry cast of human observation are ', 'the film has a laundry cast of human comedy is a fascinating ', 'the film is so many of the time it s altman esque ', 'the film is so consistently that the impoance of life ', 'the film has a laundry exercise in camera that you ']","{'perfect': 0.14285714285714285, 'characters': 0.14285714285714285, 'films': 0.07142857142857142, 'try': 0.07142857142857142, 'missing': 0.07142857142857142}","{'laundry': 0.15789473684210525, 'cast': 0.10526315789473684, 'human': 0.10526315789473684, 'observation': 0.05263157894736842, 'comedy': 0.05263157894736842}"
91,a thoughtful movie a movie that is concerned with souls and risk and schemes and the consequences of one s actions,1,a thoughtful movie a movie that is concerned with souls and risk and schemes and the consequences of one s actions,1,1,0.98,"['the film is a primer on the rules of popularity of ', 'the film is a primer on its own it s a rewarding balance ', 'the film is so of those who try to look away from ', 'the film is so of the best films of the year with ', 'the film is so of those films try to be missing from ']","['the film is so many of its own in reality tv in which ', 'the film is too many or even video it s got a movie ', 'the film is a contrivance as aificial as the movie ', 'the film is a primer on its own animated tv director ', 'the film is too many or even through the movie s of ']","{'primer': 0.13333333333333333, 'try': 0.13333333333333333, 'films': 0.13333333333333333, 'rules': 0.06666666666666667, 'popularity': 0.06666666666666667}","{'many': 0.2, 'tv': 0.13333333333333333, 'even': 0.13333333333333333, 'reality': 0.06666666666666667, 'video': 0.06666666666666667}"
92,the threat implied in the title pok mon 4ever is terrifying like locusts in a horde these things will keep coming,0,the threat implied in the title pok mon 4ever is terrifying like locusts in a horde these things will keep coming,0,0,0.9555555555555556,"['the film is a primer on sentence of the film a movie ', 'the film is so many of its own in reality tv and his ', 'the film is a primer on its own animated tv in which ', 'the film is so many that its through the film s mid ', 'the film is a primer on its own hollywood director ']","['the film is a primer on its own and director in its ', 'the film has a number of themes a complex on a good ', 'the film is a primer on its own it fills a good movie ', 'the film is so many that his face in favor of his ', 'the film is a primer on its observation and fills ']","{'primer': 0.23076923076923078, 'many': 0.15384615384615385, 'tv': 0.15384615384615385, 'sentence': 0.07692307692307693, 'reality': 0.07692307692307693}","{'primer': 0.2, 'good': 0.13333333333333333, 'fills': 0.13333333333333333, 'director': 0.06666666666666667, 'number': 0.06666666666666667}"
93,an entire film about researchers quietly reading dusty old letters,0,an entire film about researchers quietly reading dusty old letters,1,1,1.0,"['the film s a gaudy bag of a icon that s hard to anyway ', 'the film is a primer on its own his director and ultimately ', 'the film is a primer on its own his director in its ', 'the film is a recycled and unsentimental look at the ', 'a movie that so lovingly and present the one of screen ']","['a movie that so of the energy than a romantic comedy ', 'the film is a primer on its own his director and feels ', 'a movie that one would have been seen in advance or ', 'a movie that one would have been exhausted by someone ']","{'primer': 0.11764705882352941, 'director': 0.11764705882352941, 'gaudy': 0.058823529411764705, 'bag': 0.058823529411764705, 'icon': 0.058823529411764705}","{'one': 0.14285714285714285, 'would': 0.14285714285714285, 'energy': 0.07142857142857142, 'romantic': 0.07142857142857142, 'comedy': 0.07142857142857142}"
94,helmer devito attempts to do too many things in this story about ethics payola vice murder kids tv and revenge,0,helmer devito attempts to do too many things in this story about ethics payola vice murder kids tv and revenge,0,0,0.9534883720930233,"['the film is so many of the time it s so bad that it ', 'the film has a contrivance as aificial as the exalted ', 'the film is so many that its through the film s mid ', 'helmer devito attempts to do too many things in this story about ethics payola vice murder kids tv and revenge', 'the film is so consistently unimaginative that doesn ']","['the film is a primer on its own it s a of healthy ', 'the film is so of those films try to be missing it ', 'the film is a primer on its own school comedy with ', 'the film is a primer on the beach with humor and american ', 'the film has a laundry exercise in camera and that ']","{'many': 0.13043478260869565, 'time': 0.043478260869565216, 'bad': 0.043478260869565216, 'contrivance': 0.043478260869565216, 'aificial': 0.043478260869565216}","{'primer': 0.2, 'healthy': 0.06666666666666667, 'films': 0.06666666666666667, 'try': 0.06666666666666667, 'missing': 0.06666666666666667}"
95,your stomach for heaven depends largely on your appetite for canned corn,0,your stomach for heaven depends largely on your appetite for canned corn,1,1,0.9807692307692307,"['the film is a primer on its own it s a rewarding balance ', 'a movie that so lovingly and present the most of screen ', 'the film s a gaudy bag of stale candy ever made a ', 'the film is a primer on its own and director in years ', 'a movie that so tale about three years ago and foh ']","['a movie that one would have been seen in advance or ', 'a movie that one would be profane politically the ', 'the film is a primer on its own and fills its characters ']","{'primer': 0.1, 'years': 0.1, 'rewarding': 0.05, 'balance': 0.05, 'lovingly': 0.05}","{'one': 0.18181818181818182, 'would': 0.18181818181818182, 'seen': 0.09090909090909091, 'advance': 0.09090909090909091, 'profane': 0.09090909090909091}"
96,probably the best case for christianity since chesteon and lewis,1,probably the best case for christianity since chesteon and lewis,1,1,0.9857142857142858,"['it s a very tasteful rock and roll movie you could ', 'the film is a solid album of acting and direction ', 'the film s so of the year is a performance of a sweet ', 'a movie that so of the highest and the of povey to ', 'a movie that so lovingly and present the most of screen ']","['a movie that one would have been exhausted by someone ', 'a movie that one would be profane politically the ', 'the film is a primer on its own it feels like a lot ']","{'tasteful': 0.0625, 'rock': 0.0625, 'roll': 0.0625, 'could': 0.0625, 'solid': 0.0625}","{'one': 0.16666666666666666, 'would': 0.16666666666666666, 'exhausted': 0.08333333333333333, 'someone': 0.08333333333333333, 'profane': 0.08333333333333333}"
97,one of herzog s least inspired works,1,one of herzog s least inspired works,1,1,0.9772727272727273,"['the film is a primer on its own his director in its ', 'the film is a primer on its own in town with action ', 'one of herzog s least inspired works', 'the film is a primer on its beach with great dialogue ', 'the film is a primer on its own and director in its ']","['the film is a primer on its own his director and feels ', 'a movie that rare film about every to u s presentation ', 'the film s so uninspiring that could a gorgeously ', 'a movie that rare into a man who can t seen it s not ']","{'primer': 0.25, 'director': 0.125, 'town': 0.0625, 'action': 0.0625, 'one': 0.0625}","{'rare': 0.15384615384615385, 'primer': 0.07692307692307693, 'director': 0.07692307692307693, 'feels': 0.07692307692307693, 'every': 0.07692307692307693}"
98,a deft delightful mix of sulky teen drama and overcoming obstacles spos movie triumph,1,a deft delightful mix of sulky teen drama and overcoming obstacles spos movie triumph,1,1,0.9795918367346939,"['the film is a primer on its own it s a of healthy ', 'a movie that so of the highest and the most feeling ', 'it s a very tasteful to look at it s so devoid of ', 'a movie that one of the best films of the year the ', 'it s a very tasteful to look at the most were what ']","['a movie that so tale about being a bunch of time in ', 'the film is a primer on sentence of the film a movie ', 'the film is so of the 70s or film in which it s performance ']","{'tasteful': 0.15384615384615385, 'look': 0.15384615384615385, 'primer': 0.07692307692307693, 'healthy': 0.07692307692307693, 'highest': 0.07692307692307693}","{'tale': 0.14285714285714285, 'bunch': 0.14285714285714285, 'time': 0.14285714285714285, 'primer': 0.14285714285714285, 'sentence': 0.14285714285714285}"
99,an oppounity missed,0,an oppounity missed,1,1,0.9924812030075187,"['the film s visceral and affection realism with a confidence ', 'the film is a primer on its beach with great dialogue ', 'the film is a solid action pic that a fast personal ', 'the film is a mediocre movie tale about a good time ', 'the film is a solid and narrative tale in the new ']","['the film s what is so of and all too many <end> ', 'the movie is a mediocre movie flick about a <end> ', 'a movie that so fresh and thoroughly but i m comes ', 'the movie is a mediocre movie flick about a whole ', 'a movie that will be a man who is a loosely connected ']","{'solid': 0.09523809523809523, 'tale': 0.09523809523809523, 'visceral': 0.047619047619047616, 'affection': 0.047619047619047616, 'realism': 0.047619047619047616}","{'mediocre': 0.16666666666666666, 'flick': 0.16666666666666666, 'many': 0.08333333333333333, 'fresh': 0.08333333333333333, 'thoroughly': 0.08333333333333333}"
